gene_id	gene_name	SUM-159159_count	SUM159_FPKM											
ENSG00000224416	IFNA22P	0	0											
ENSG00000224411	HSP90AA2P	218	9.716688714											
ENSG00000224410	AC097499.2	1	0.470462695											
ENSG00000224413	AP001476.2	0	0											
ENSG00000273763	RP11-420C9.1	0	0											
ENSG00000278514	AC068831.16	1	0.224956875											
ENSG00000273760	CH17-360D5.3	43	5.095402264											
ENSG00000224419	KRT18P27	2	0.150732817											
ENSG00000224418	STK24-AS1	1	0.076569828											
ENSG00000273765	RP11-370I10.11	0	0											
ENSG00000261184	RP11-196O2.1	0	0											
ENSG00000137628	DDX60	240	3.143058924											
ENSG00000198840	MT-ND3	1765	499.3009427											
ENSG00000198841	KTI12	135	7.709342239											
ENSG00000198842	DUSP27	1	0.008597456											
ENSG00000198843	SELT	1342	14.79721959											
ENSG00000198844	ARHGEF15	1	0.010246727											
ENSG00000198846	TOX	16	0.37909892											
ENSG00000130939	UBE4B	780	6.81238363											
ENSG00000198848	CES1	11	0.188958756											
ENSG00000268296	CTD-2579N5.3	0	0											
ENSG00000268295	POLR3GP1	1	0.374928124											
ENSG00000130935	NOL11	618	7.475262742											
ENSG00000268293	CTD-2623H2.7	0	0											
ENSG00000268292	AC006547.15	0	0											
ENSG00000233549	CYCSP35	0	0											
ENSG00000233548	CYCSP44	0	0											
ENSG00000233543	CHTF8P1	1	0.063501778											
ENSG00000173451	THAP2	47	0.64250233											
ENSG00000173452	TMEM196	0	0											
ENSG00000233540	DNM3-IT1	0	0											
ENSG00000233547	RP11-57H14.2	2	0.425656368											
ENSG00000233546	PRYP5	0	0											
ENSG00000122304	PRM2	0	0											
ENSG00000233544	EIF3KP2	0	0											
ENSG00000235268	KDM4E	1	0.041836785											
ENSG00000235269	AL162759.1	0	0											
ENSG00000121653	MAPK8IP1	290	7.182489182											
ENSG00000235263	RP13-392I16.1	0	0											
ENSG00000235264	RPL5P28	1	0.141206696											
ENSG00000174109	C16orf91	93	4.590452127											
ENSG00000235267	AC074117.13	0	0											
ENSG00000275642	Metazoa_SRP	0	0											
ENSG00000275643	RBM22P6	0	0											
ENSG00000275647	RP11-209D20.2	0	0											
ENSG00000275645	RP11-817O13.9	4	0.936637345											
ENSG00000275649	RP11-286O1.1	0	0											
ENSG00000254048	RP11-328K2.1	0	0											
ENSG00000268129	RP11-91G21.1	11	1.919228146											
ENSG00000231944	PHKA1-AS1	0	0											
ENSG00000231947	MTND2P24	0	0											
ENSG00000236424	TSPY10	0	0											
ENSG00000175857	GAPT	0	0											
ENSG00000231943	PGM5P4-AS1	0	0											
ENSG00000231942	HNRNPA1P36	1	0.102467268											
ENSG00000268120	CTD-3193O13.11	0	0											
ENSG00000231949	RP4-591L5.2	0	0											
ENSG00000231948	HS1BP3-IT1	2	0.326336548											
ENSG00000117632	STMN1	4056	41.02098245											
ENSG00000231896	AC019185.4	0	0											
ENSG00000270474	IGHV3-29	0	0											
ENSG00000215313	RPL6P30	1	0.113522321											
ENSG00000170370	EMX2	1	0.011802707											
ENSG00000110063	DCPS	104	2.556392154											
ENSG00000110060	PUS3	95	2.816897622											
ENSG00000170373	CST1	1	0.075216173											
ENSG00000110066	SUV420H1	316	1.785904823											
ENSG00000204361	NXPE2	5	0.261276375											
ENSG00000236708	AC073316.1	0	0											
ENSG00000277869	RP11-250H24.7	0	0											
ENSG00000265749	RP11-849F2.5	6	0.35316677											
ENSG00000265746	KYNUP2	0	0											
ENSG00000277865	GOLGA6L22	0	0											
ENSG00000277866	CTC-311G1.2	0	0											
ENSG00000265745	RN7SL375P	0	0											
ENSG00000265743	RP11-848P1.3	0	0											
ENSG00000265740	RN7SL339P	0	0											
ENSG00000277863	RP11-282A11.4	0	0											
ENSG00000075856	SART3	851	6.847729898											
ENSG00000236709	DAPK1-IT1	0	0											
ENSG00000231894	WDR95P	0	0											
ENSG00000215184	RP11-8L18.2	0	0											
ENSG00000145888	GLRA1	0	0											
ENSG00000145882	PCYOX1L	201	2.253074334											
ENSG00000270073	TSPY6P	0	0											
ENSG00000270071	AP001172.2	0	0											
ENSG00000270076	AF131215.8	2	0.276947566											
ENSG00000270077	KB-1958F4.1	0	0											
ENSG00000270074	RP11-351I21.11	0	0											
ENSG00000129083	COPB1	2719	34.21204789											
ENSG00000269989	RP11-635N19.3	0	0											
ENSG00000269980	RP11-282O18.7	2	0.570851105											
ENSG00000269981	RP11-34P13.16	0	0											
ENSG00000269982	RP11-1020A11.2	67	1.715401041											
ENSG00000269983	RP11-497H16.9	3	0.408994665											
ENSG00000269984	RP11-362K14.5	19	0.591700862											
ENSG00000269985	RP1-232P20.1	0	0											
ENSG00000269986	RP11-96H17.3	0	0											
ENSG00000269987	RP3-430N8.11	0	0											
ENSG00000234136	AC055764.1	0	0											
ENSG00000234135	RPL23AP83	0	0											
ENSG00000259346	RP11-349G13.2	0	0											
ENSG00000234132	RP11-168O16.2	0	0											
ENSG00000234131	TCEB1P8	0	0											
ENSG00000234130	RP13-88F20.1	33	1.155243551											
ENSG00000234139	RP4-550H1.4	0	0											
ENSG00000274510	Metazoa_SRP	0	0											
ENSG00000274512	TBC1D3L	57	1.446124269											
ENSG00000274515	CTD-2026K11.5	0	0											
ENSG00000259343	TMC3-AS1	11	0.6141968											
ENSG00000274516	FAM74A6	0	0											
ENSG00000259342	RP11-519G16.5	0	0											
ENSG00000065675	PRKCQ	0	0											
ENSG00000144821	MYH15	62	0.764778586											
ENSG00000144820	ADGRG7	1	0.015294817											
ENSG00000144827	ABHD10	267	4.73269957											
ENSG00000144824	PHLDB2	2368	8.175072709											
ENSG00000143839	REN	0	0											
ENSG00000171425	ZNF581	193	5.825105232											
ENSG00000171421	MRPL36	283	10.22518445											
ENSG00000111331	OAS3	670	5.817404674											
ENSG00000111335	OAS2	157	1.451103548											
ENSG00000139567	ACVRL1	1	0.012438826											
ENSG00000111339	ART4	1	0.015790905											
ENSG00000135414	GDF11	399	4.103616839											
ENSG00000135413	LACRT	0	0											
ENSG00000242797	GLYCTK-AS1	1	0.051666442											
ENSG00000223815	DIAPH3-AS2	0	0											
ENSG00000102144	PGK1	9752	145.0205395											
ENSG00000102145	GATA1	1	0.055981831											
ENSG00000214867	SRSF9P1	0	0											
ENSG00000214866	DCDC2C	1	0.048733187											
ENSG00000105499	PLA2G4C	14	0.107183822											
ENSG00000214860	EVPLL	0	0											
ENSG00000105497	ZNF175	167	1.801204174											
ENSG00000214869	TPM3P4	0	0											
ENSG00000105492	SIGLEC6	0	0											
ENSG00000075142	SRI	524	7.5725828											
ENSG00000253520	RP11-798K23.5	0	0											
ENSG00000217258	AC007249.3	0	0											
ENSG00000220884	MESTP1	0	0											
ENSG00000271853	RP1-178F15.5	6	0.361870819											
ENSG00000118113	MMP8	0	0											
ENSG00000271851	RP11-565F19.2	10	0.412312868											
ENSG00000271850	RP11-16D22.2	0	0											
ENSG00000271857	RP1-244F24.1	31	3.273202848											
ENSG00000263370	RP11-68I3.5	0	0											
ENSG00000271855	RP11-214N9.1	6	0.669687958											
ENSG00000271858	CYB561D2	2	0.073389029											
ENSG00000219926	RP11-394A14.2	1	0.023079302											
ENSG00000042062	FAM65C	84	0.954701818											
ENSG00000260139	CSPG4P13	3	0.057795349											
ENSG00000005108	THSD7A	2	0.010689045											
ENSG00000131910	NR0B2	0	0											
ENSG00000131914	LIN28A	0	0											
ENSG00000279523	RP11-461O7.2	0	0											
ENSG00000233013	FAM157B	2	0.068057674											
ENSG00000279521	RP11-314P15.1	0	0											
ENSG00000078043	PIAS2	220	1.025358835											
ENSG00000181718	OR5T2	0	0											
ENSG00000172197	MBOAT1	80	4.364759002											
ENSG00000142871	CYR61	1278	39.86316069											
ENSG00000142875	PRKACB	564	3.463904587											
ENSG00000245164	LINC00861	0	0											
ENSG00000215403	LL22NC01-81G9.3	0	0											
ENSG00000226320	AC018359.1	0	0											
ENSG00000215409	RP11-748L13.2	0	0											
ENSG00000259454	WBP1LP5	0	0											
ENSG00000115540	MOB4	166	2.047388059											
ENSG00000119242	CCDC92	194	1.477028042											
ENSG00000259450	RP11-265N7.1	0	0											
ENSG00000259453	RP11-815J21.1	2	0.262469074											
ENSG00000259452	RP11-138H8.4	1	0.206447765											
ENSG00000115548	KDM3A	870	3.815556579											
ENSG00000259459	RP11-321G12.1	0	0											
ENSG00000259458	MGC15885	0	0											
ENSG00000258325	RP4-816N1.6	1	0.081546867											
ENSG00000258320	RP11-274M17.1	1	0.070603348											
ENSG00000258323	RP1-267L14.3	0	0											
ENSG00000250030	RP11-584P21.4	1	0.317715067											
ENSG00000264475	RP11-76K13.3	0	0											
ENSG00000226329	AC005682.6	2	0.133470981											
ENSG00000143398	PIP5K1A	1138	8.134624626											
ENSG00000036565	SLC18A1	1	0.01409423											
ENSG00000221823	PPP3R1	683	18.39625822											
ENSG00000231052	RP11-91N2.3	0	0											
ENSG00000221821	C6orf226	79	14.00819096											
ENSG00000237166	AC007163.3	1	0.047734751											
ENSG00000221826	PSG3	1	0.01844604											
ENSG00000232369	RP5-882O7.4	0	0											
ENSG00000237161	RP11-32B5.1	0	0											
ENSG00000221829	FANCG	323	4.941428292											
ENSG00000077549	CAPZB	2194	37.08956148											
ENSG00000073849	ST6GAL1	109	0.591764613											
ENSG00000149507	OOSP2	0	0											
ENSG00000145063	AC062028.1	0	0											
ENSG00000272009	RP1-313I6.12	4	0.570720714											
ENSG00000272008	RP11-393I2.4	5	0.118577817											
ENSG00000138769	CDKL2	1	0.018054657											
ENSG00000138768	USO1	1562	24.36469787											
ENSG00000133519	ZDHHC8P1	0	0											
ENSG00000141994	DUS3L	247	2.571673814											
ENSG00000138760	SCARB2	3656	50.48660983											
ENSG00000138767	CNOT6L	340	2.380143906											
ENSG00000272004	RP11-345P4.10	1	0.244640601											
ENSG00000138764	CCNG2	832	8.127352362											
ENSG00000277463	CTD-3035K23.6	0	0											
ENSG00000260057	LINC01571	0	0											
ENSG00000260051	LA16c-390E6.4	6	1.030379542											
ENSG00000260053	ABCB10P4	0	0											
ENSG00000260052	CTC-527H23.3	1	0.181551467											
ENSG00000177938	CAPZA3	0	0											
ENSG00000260059	RP11-231E19.1	0	0											
ENSG00000260058	RP11-279O17.3	0	0											
ENSG00000101558	VAPA	2132	14.62676406											
ENSG00000196459	TRAPPC2	243	2.234152838											
ENSG00000125798	FOXA2	87	3.185765144											
ENSG00000101557	USP14	1474	13.79830458											
ENSG00000234906	APOC2	0	0											
ENSG00000234902	AC007879.2	5	0.405779976											
ENSG00000234903	AC133104.2	0	0											
ENSG00000234900	RP1-278O22.2	0	0											
ENSG00000234901	MTND6P13	0	0											
ENSG00000234551	LINC01309	0	0											
ENSG00000104881	PPP1R13L	542	5.861984848											
ENSG00000120697	ALG5	249	8.27575805											
ENSG00000173715	C11orf80	117	1.486494422											
ENSG00000143751	SDE2	263	6.476088708											
ENSG00000234207	AC096570.2	0	0											
ENSG00000228626	RP11-495P10.9	0	0											
ENSG00000236212	AC009262.2	0	0											
ENSG00000236213	AC006369.2	0	0											
ENSG00000236216	PPP1R11P1	0	0											
ENSG00000236217	C1DP2	0	0											
ENSG00000104885	DOT1L	893	5.884396254											
ENSG00000234306	RP11-271F18.1	0	0											
ENSG00000250919	UGT2B26P	2	0.121389913											
ENSG00000197321	SVIL	1998	15.48286648											
ENSG00000157259	GATAD1	455	7.433719353											
ENSG00000234203	RP5-1050D4.2	0	0											
ENSG00000148468	FAM171A1	704	15.11461288											
ENSG00000228622	RP1-302D9.1	0	0											
ENSG00000138185	ENTPD1	28	0.259109471											
ENSG00000104886	PLEKHJ1	264	2.100155141											
ENSG00000138182	KIF20B	708	9.498222932											
ENSG00000138180	CEP55	1277	35.13003164											
ENSG00000104889	RNASEH2A	373	10.2180893											
ENSG00000234553	AC022431.3	0	0											
ENSG00000265428	RP1-56K13.6	0	0											
ENSG00000116221	MRPL37	970	26.66204477											
ENSG00000104450	SPAG1	114	1.397057075											
ENSG00000135355	GJA10	0	0											
ENSG00000107185	RGP1	929	11.55846595											
ENSG00000107187	LHX3	0	0											
ENSG00000107186	MPDZ	516	2.460470331											
ENSG00000234208	CTA-256D12.11	0	0											
ENSG00000085552	IGSF9	1	0.010141594											
ENSG00000217716	RPS10P3	81	16.04905646											
ENSG00000218965	NACAP7	0	0											
ENSG00000224999	VTA1P1	0	0											
ENSG00000224995	LINC01526	0	0											
ENSG00000130175	PRKCSH	2550	22.90272345											
ENSG00000217718	AC064847.4	0	0											
ENSG00000224992	RP11-295G24.5	2	0.192151059											
ENSG00000224993	RPL29P12	1	0.209542271											
ENSG00000196990	FAM163B	0	0											
ENSG00000213005	PTTG3P	1	0.161478945											
ENSG00000196993	NPIPB9	6	0.276644531											
ENSG00000213003	BTF3P12	1	0.2086487											
ENSG00000196998	WDR45	340	1.619345633											
ENSG00000100207	TCF20	580	3.772119235											
ENSG00000100206	DMC1	1	0.021273096											
ENSG00000100201	DDX17	6080	38.47362575											
ENSG00000281741	AC241377.2	9	0.809637004											
ENSG00000104980	TIMM44	324	3.410012307											
ENSG00000197021	CXorf40B	186	3.000765401											
ENSG00000104983	CCDC61	31	0.785263727											
ENSG00000100209	HSCB	86	2.518005979											
ENSG00000197024	ZNF398	117	1.056745689											
ENSG00000260943	RP11-476D10.1	0	0											
ENSG00000151657	KIN	114	1.377567267											
ENSG00000260941	LINC00622	4	0.249372236											
ENSG00000151655	ITIH2	3	0.055648696											
ENSG00000260947	RP11-384P7.7	0	0											
ENSG00000260945	RP11-916L7.1	0	0											
ENSG00000260944	FOXC2-AS1	0	0											
ENSG00000260949	KB-1836B5.1	1	0.10741629											
ENSG00000260948	RP11-552M11.8	14	0.677382679											
ENSG00000236531	RP5-945F2.2	0	0											
ENSG00000236411	NDUFAF4P3	2	0.372956055											
ENSG00000238118	SLC25A24P2	0	0											
ENSG00000235749	RP11-634B7.4	3	0.129764989											
ENSG00000235748	SEPT14P12	1	0.174743287											
ENSG00000261096	RP11-690I21.2	6	0.234270578											
ENSG00000261097	LINC00563	0	0											
ENSG00000261094	RP11-355O1.11	22	0.740754723											
ENSG00000238116	RP3-347M6.2	0	0											
ENSG00000261092	RP11-21B23.2	0	0											
ENSG00000261093	CTD-3126B10.1	0	0											
ENSG00000238113	LINC01410	11	0.305529793											
ENSG00000236417	CTSLP1	0	0											
ENSG00000203690	TCP10	0	0											
ENSG00000156920	ADGRG4	1	0.009342776											
ENSG00000280309	RP11-60L3.3	0	0											
ENSG00000280308	AF111168.2	0	0											
ENSG00000156925	ZIC3	0	0											
ENSG00000236414	AC004535.2	0	0											
ENSG00000203697	CAPN8	1	0.013749647											
ENSG00000280303	ERICD	2	0.097754333											
ENSG00000156928	MALSU1	274	5.323370307											
ENSG00000106588	PSMA2	1000	13.75491066											
ENSG00000280300	RP11-338K17.10	11	1.961178488											
ENSG00000280307	RP11-665E10.4	0	0											
ENSG00000112902	SEMA5A	2262	18.03407961											
ENSG00000280305	CTD-2351A16.1	0	0											
ENSG00000236534	H3F3BP1	0	0											
ENSG00000124762	CDKN1A	1601	25.09299712											
ENSG00000124766	SOX4	1002	16.76220419											
ENSG00000124767	GLO1	2753	69.79110016											
ENSG00000182866	LCK	0	0											
ENSG00000226854	RP11-212D3.4	0	0											
ENSG00000169488	OR4K15	1	0.080473882											
ENSG00000169484	OR4K14	1	0.104771135											
ENSG00000140807	NKD1	1	0.010607723											
ENSG00000196260	SFTA2	0	0											
ENSG00000251228	RP11-192C21.3	0	0											
ENSG00000251229	RP11-503N18.5	2	0.217557699											
ENSG00000251223	MTCO1P9	0	0											
ENSG00000251220	RFPL4AP3	0	0											
ENSG00000251221	LINC01337	1	0.222400547											
ENSG00000251226	RP11-469N6.1	0	0											
ENSG00000251224	CNOT10-AS1	0	0											
ENSG00000253409	TRBV7-4	0	0											
ENSG00000211716	TRBV9	1	0.250913437											
ENSG00000211717	TRBV10-1	0	0											
ENSG00000211714	TRBV7-3	2	0.493203852											
ENSG00000211715	TRBV5-3	1	0.285295162											
ENSG00000211713	TRBV6-4	0	0											
ENSG00000211710	TRBV4-1	0	0											
ENSG00000169733	RFNG	278	2.142571182											
ENSG00000215878	MARCKSL1P2	2	0.200616731											
ENSG00000278083	RP11-525G12.1	0	0											
ENSG00000215875	ST13P20	0	0											
ENSG00000215874	CAPNS1P1	0	0											
ENSG00000078900	TP73	86	0.645330726											
ENSG00000078902	TOLLIP	460	2.859987505											
ENSG00000266479	CTD-2515C13.1	0	0											
ENSG00000266477	RN7SL616P	0	0											
ENSG00000253403	RP11-348M17.2	0	0											
ENSG00000266473	RP11-401F2.3	3	0.426209245											
ENSG00000266472	MRPS21	392	21.85019868											
ENSG00000168280	KIF5C	95	0.920013758											
ENSG00000168283	BMI1	655	9.291507462											
ENSG00000168282	MGAT2	713	25.97261078											
ENSG00000227207	RPL31P12	0	0											
ENSG00000168286	THAP11	365	16.89981279											
ENSG00000168288	MMADHC	817	22.76341283											
ENSG00000262543	RP3-422G23.4	0	0											
ENSG00000228190	RPL23AP16	0	0											
ENSG00000177689	MAGEB10	0	0											
ENSG00000228192	RP11-342M1.3	24	1.26909047											
ENSG00000228193	TCEB1P14	0	0											
ENSG00000228194	CTA-415G2.2	0	0											
ENSG00000228195	RPL5P27	0	0											
ENSG00000228196	PTPN2P1	2	0.182651053											
ENSG00000167555	ZNF528	17	0.095880342											
ENSG00000228198	OR2M3	0	0											
ENSG00000225112	RP11-295P9.6	0	0											
ENSG00000225111	AC083900.1	1	0.2086487											
ENSG00000225110	LL0XNC01-16G2.1	0	0											
ENSG00000225117	ARSDP1	0	0											
ENSG00000225116	RP11-137F15.1	0	0											
ENSG00000240935	PLGLA	0	0											
ENSG00000240616	RPS6P25	9	1.177653824											
ENSG00000052723	SIKE1	205	2.033170483											
ENSG00000149781	FERMT3	17	0.269998918											
ENSG00000240611	CTB-49A3.1	0	0											
ENSG00000149782	PLCB3	1349	20.72841466											
ENSG00000250645	CTD-2228K2.1	8	1.923903735											
ENSG00000250644	RP11-295K3.1	17	1.66901036											
ENSG00000240613	RN7SL98P	0	0											
ENSG00000250643	RP11-93K22.6	1	0.209991932											
ENSG00000163618	CADPS	1	0.003752444											
ENSG00000109519	GRPEL1	272	4.599747353											
ENSG00000250579	CTD-2297D10.2	0	0											
ENSG00000187999	HNRNPA1P61	0	0											
ENSG00000250641	XXbac-BPG32J3.19	0	0											
ENSG00000250571	GLI4	113	1.177143318											
ENSG00000228440	MTND5P6	0	0											
ENSG00000250572	RP11-529H2.1	0	0											
ENSG00000250575	RP4-669L17.8	13	1.026956796											
ENSG00000187997	C17orf99	1	0.020527846											
ENSG00000187994	RINL	39	0.570766725											
ENSG00000250576	CTD-2154B17.1	0	0											
ENSG00000220695	RP1-121G13.3	4	0.50387955											
ENSG00000162877	PM20D1	2	0.044229033											
ENSG00000181778	TMEM252	0	0											
ENSG00000142405	NLRP12	0	0											
ENSG00000162873	KLHDC8A	0	0											
ENSG00000185842	DNAH14	84	0.334223254											
ENSG00000142409	ZNF787	286	7.054859586											
ENSG00000142408	CACNG8	183	2.047786157											
ENSG00000162878	PKDCC	108	1.223078557											
ENSG00000185847	LINC01405	0	0											
ENSG00000184719	RNLS	13	0.254632674											
ENSG00000221125	U3	0	0											
ENSG00000149257	SERPINH1	1454	12.69217972											
ENSG00000149256	TENM4	2	0.008289316											
ENSG00000234457	AC006960.5	0	0											
ENSG00000263859	RP11-498C9.16	0	0											
ENSG00000184716	SERINC4	21	0.365945832											
ENSG00000167994	RAB3IL1	112	2.365174192											
ENSG00000167995	BEST1	1764	11.85038988											
ENSG00000167996	FTH1	42019	674.5640945											
ENSG00000167992	VWCE	18	0.191111788											
ENSG00000163479	SSR2	2328	14.98123059											
ENSG00000267708	RP11-147L13.7	1	0.169009051											
ENSG00000267709	AC024592.9	0	0											
ENSG00000127445	PIN1	524	6.072590966											
ENSG00000267704	FRG2LP	0	0											
ENSG00000267705	RP11-108P20.3	0	0											
ENSG00000267706	CTD-2105E13.6	0	0											
ENSG00000267707	RP11-95O2.5	2	0.279318016											
ENSG00000267702	RP11-53B2.2	7	0.162555772											
ENSG00000267703	CTD-2013N17.4	0	0											
ENSG00000263639	MSMB	2	0.267124051											
ENSG00000263635	RP11-805F19.2	0	0											
ENSG00000263637	RP11-106E15.1	1	0.324027286											
ENSG00000118655	DCLRE1B	203	2.850738453											
ENSG00000245281	CTD-2547L16.1	0	0											
ENSG00000150893	FREM2	2	0.012069403											
ENSG00000259158	ADAM20P1	1	0.019645903											
ENSG00000259154	DUX4L17	0	0											
ENSG00000259155	RP11-831F12.3	1	0.186392839											
ENSG00000253172	CTC-209H22.3	0	0											
ENSG00000259157	RP11-280K24.6	0	0											
ENSG00000253174	RP11-360L9.7	1	0.067301403											
ENSG00000259151	CAP2P1	0	0											
ENSG00000259152	RP11-100M12.2	0	0											
ENSG00000253177	RP11-100L22.1	0	0											
ENSG00000213822	CEACAM18	1	0.066298266											
ENSG00000213820	RPL13P2	1	0.148492019											
ENSG00000225809	RBMY2KP	0	0											
ENSG00000225808	DNAJC19P5	3	0.929298005											
ENSG00000280890	ELDR	1	0.033273118											
ENSG00000280896	Metazoa_SRP	0	0											
ENSG00000225801	RABEPKP1	0	0											
ENSG00000050767	COL23A1	0	0											
ENSG00000244486	SCARF2	59	0.966680509											
ENSG00000225802	WARSP1	0	0											
ENSG00000244480	AC005154.7	9	0.632365442											
ENSG00000244482	LILRA6	4	0.106650616											
ENSG00000225806	RP1-309F20.3	2	0.113574205											
ENSG00000229311	RP11-475I24.8	0	0											
ENSG00000229310	RPP40P1	0	0											
ENSG00000229313	RP3-425P12.5	0	0											
ENSG00000229312	RP11-470P21.2	0	0											
ENSG00000229315	MCHR2-AS1	0	0											
ENSG00000229314	ORM1	1	0.093642335											
ENSG00000229316	HMGB1P45	0	0											
ENSG00000158714	SLAMF8	8	0.183250367											
ENSG00000158715	SLC45A3	144	3.807319735											
ENSG00000158716	DUSP23	168	14.5779021											
ENSG00000158717	RNF166	274	2.701091712											
ENSG00000158710	TAGLN2	6966	220.5147776											
ENSG00000158711	ELK4	550	3.888896315											
ENSG00000055044	NOP58	995	21.14428432											
ENSG00000107281	NPDC1	874	19.1766658											
ENSG00000278068	RP11-15E1.6	0	0											
ENSG00000227403	AC009299.3	27	0.853048622											
ENSG00000227401	RPL37P1	0	0											
ENSG00000227400	AC012501.2	8	0.499380625											
ENSG00000227407	AC008746.3	1	0.184983441											
ENSG00000227406	RNF6P1	0	0											
ENSG00000242880	RP11-190P13.2	0	0											
ENSG00000227404	KRT8P20	0	0											
ENSG00000080503	SMARCA2	673	3.056901555											
ENSG00000227409	ZMYM4-AS1	1	0.213194424											
ENSG00000227408	AMYP1	0	0											
ENSG00000155760	FZD7	572	14.50825749											
ENSG00000242889	RN7SL449P	1	0.342154687											
ENSG00000244734	HBB	1	0.038909042											
ENSG00000182000	RP11-651P23.2	1	0.242819455											
ENSG00000244732	RN7SL870P	0	0											
ENSG00000244733	RP11-506M13.3	15	0.79923865											
ENSG00000244730	RP13-1056D16.2	0	0											
ENSG00000182004	SNRPE	382	13.00525848											
ENSG00000282793	RP11-14C10.4	0	0											
ENSG00000157895	C12orf43	162	1.316333823											
ENSG00000157890	MEGF11	5	0.032227241											
ENSG00000282795	UBE2NL	0	0											
ENSG00000186710	CFAP73	4	0.153897174											
ENSG00000186716	BCR	994	4.677755079											
ENSG00000186715	MST1L	13	0.16329562											
ENSG00000186714	CCDC73	5	0.056646678											
ENSG00000108468	CBX1	784	20.58420004											
ENSG00000122678	POLM	174	1.210196863											
ENSG00000122679	RAMP3	2	0.093194635											
ENSG00000165591	FAAH2	6	0.227377599											
ENSG00000176289	IDSP1	4	1.041261729											
ENSG00000232963	HMGN2P20	0	0											
ENSG00000164649	CDCA7L	508	6.367402441											
ENSG00000232964	RP11-543E8.1	0	0											
ENSG00000232965	RPS12P18	0	0											
ENSG00000178363	CALML3	0	0											
ENSG00000257086	RP11-783K16.13	32	3.671881923											
ENSG00000232969	AP001062.9	0	0											
ENSG00000257083	RP11-123O10.3	0	0											
ENSG00000206107	KRTAP27-1	0	0											
ENSG00000206106	KRTAP22-2	0	0											
ENSG00000206105	KRTAP20-4	0	0											
ENSG00000206104	KRTAP20-3	0	0											
ENSG00000206102	KRTAP19-8	0	0											
ENSG00000242779	ZNF702P	0	0											
ENSG00000155495	MAGEC1	60	1.11926922											
ENSG00000256937	KRT17P8	0	0											
ENSG00000273644	ABC7-481722F1.1	0	0											
ENSG00000161036	LRWD1	247	2.621874583											
ENSG00000161031	PGLYRP2	1	0.020344333											
ENSG00000224342	AC007879.1	0	0											
ENSG00000153363	LINC00467	87	1.752531432											
ENSG00000254687	RP11-162D9.3	0	0											
ENSG00000254686	RP1-276E15.1	1	0.207762719											
ENSG00000254685	FPGT	128	1.61534812											
ENSG00000254684	RP11-882I15.1	0	0											
ENSG00000254683	SNRPCP6	0	0											
ENSG00000254682	RP11-660L16.2	33	4.75008966											
ENSG00000254681	PKD1P5	556	4.637513301											
ENSG00000254680	RP11-265D17.2	0	0											
ENSG00000273640	WBP1LP8	0	0											
ENSG00000254689	RP11-354A14.1	0	0											
ENSG00000254688	RP11-47J17.3	0	0											
ENSG00000257336	PRELID2P1	0	0											
ENSG00000257337	RP11-983P16.4	9	0.118829767											
ENSG00000257335	MGAM	4	0.031050393											
ENSG00000257332	HNRNPA1P69	0	0											
ENSG00000170893	TRH	0	0											
ENSG00000257331	RP11-478B9.3	1	0.052078893											
ENSG00000273643	PPP1R26P2	0	0											
ENSG00000226757	PP12613	0	0											
ENSG00000256681	CCDC58P5	0	0											
ENSG00000256683	ZNF350	57	0.996632267											
ENSG00000256682	TAS2R12	2	0.158287736											
ENSG00000256684	RP11-49K4.2	0	0											
ENSG00000256686	RP11-443N24.2	0	0											
ENSG00000281855	AC105009.1	0	0											
ENSG00000281856	RP11-744A16.4	1	0.057259357											
ENSG00000281852	LINC00891	0	0											
ENSG00000151692	RNF144A	0	0											
ENSG00000170178	HOXD12	0	0											
ENSG00000170175	CHRNB1	59	0.728516382											
ENSG00000198783	ZNF830	108	3.628928242											
ENSG00000198780	FAM169A	112	0.934496836											
ENSG00000198787	OR4D12P	0	0											
ENSG00000224347	SCEL-AS1	0	0											
ENSG00000198785	GRIN3A	2	0.023681898											
ENSG00000198788	MUC2	2	0.010935601											
ENSG00000175520	UBQLN3	0	0											
ENSG00000231431	FAR2P4	0	0											
ENSG00000279859	RP11-539L10.4	0	0											
ENSG00000279858	RP11-618M23.5	0	0											
ENSG00000231435	AC011747.3	0	0											
ENSG00000231434	RP11-144L1.8	1	0.045157471											
ENSG00000231437	RP11-88H9.2	0	0											
ENSG00000231436	RBMY3AP	0	0											
ENSG00000231439	WASIR2	1	0.092842733											
ENSG00000279852	RP11-91J19.2	0	0											
ENSG00000279851	CH507-216K13.2	0	0											
ENSG00000161692	DBF4B	268	2.39123275											
ENSG00000279857	AC063956.1	0	0											
ENSG00000279856	CTD-2300H10.2	0	0											
ENSG00000279855	AC005618.9	0	0											
ENSG00000229369	RP13-225O21.5	0	0											
ENSG00000255794	RMST	0	0											
ENSG00000255790	RP11-711K1.7	0	0											
ENSG00000183878	UTY	0	0											
ENSG00000246250	RP11-613D13.5	8	0.198285343											
ENSG00000183873	SCN5A	3	0.011782145											
ENSG00000160349	LCN1	0	0											
ENSG00000183876	ARSI	0	0											
ENSG00000167693	NXN	622	6.791002847											
ENSG00000124208	TMEM189-UBE2V1	340	12.07079147											
ENSG00000167695	FAM57A	226	2.509173915											
ENSG00000264540	RN7SL405P	0	0											
ENSG00000124201	ZNFX1	1430	9.224828625											
ENSG00000167699	GLOD4	246	1.885400461											
ENSG00000124205	EDN3	0	0											
ENSG00000124207	CSE1L	2580	48.59154954											
