gene_id	gene_name	BT-474_count	BT-474_FPKM											
ENSG00000235587	GAPDHP65	9	0.846917925											
ENSG00000235586	AC011247.3	0	0											
ENSG00000181201	HIST3H2BA	0	0											
ENSG00000258878	CTD-2509G16.3	2	0.322525723											
ENSG00000258879	RP11-713N11.5	0	0											
ENSG00000258874	RP11-232C2.2	0	0											
ENSG00000258875	CTD-2547L24.3	6	0.274911809											
ENSG00000258876	RP11-270M14.5	3	0.489709716											
ENSG00000258877	ATP5A1P4	0	0											
ENSG00000258870	EIF4EBP1P1	3	0.832937346											
ENSG00000258871	RP3-514A23.2	0	0											
ENSG00000258872	FDPSP3	0	0											
ENSG00000258873	DUXA	0	0											
ENSG00000160917	CPSF4	403	4.927041073											
ENSG00000246820	RP11-379P15.1	0	0											
ENSG00000235052	RP1-150O5.3	3	0.622876393											
ENSG00000235051	RP11-637O19.2	0	0											
ENSG00000235050	MLIP-AS1	0	0											
ENSG00000235056	AC010983.1	0	0											
ENSG00000235055	RP4-609E1.2	0	0											
ENSG00000235054	RP5-1166F10.1	0	0											
ENSG00000143514	TP53BP2	378	3.75442276											
ENSG00000143515	ATP8B2	716	7.699677292											
ENSG00000143512	HHIPL2	7	0.155448471											
ENSG00000254598	CSNK2A3	645	43.12074349											
ENSG00000219410	RP4-761J14.8	3	0.098178927											
ENSG00000279157	RP11-282A11.2	0	0											
ENSG00000212598	U3	0	0											
ENSG00000234088	RPS15AP7	0	0											
ENSG00000117448	AKR1A1	697	10.26790403											
ENSG00000064313	TAF2	938	10.22758892											
ENSG00000261478	RP11-429B14.4	0	0											
ENSG00000251398	LINC01256	0	0											
ENSG00000251399	RP11-234K19.1	0	0											
ENSG00000261474	RP11-452L6.1	8	1.686615583											
ENSG00000261475	CTD-2014E2.6	0	0											
ENSG00000261476	RP11-77K12.3	1	0.11116084											
ENSG00000251395	FTH1P9	0	0											
ENSG00000261470	RP11-152O14.4	0	0											
ENSG00000251393	RP1-240K6.3	6	0.520593765											
ENSG00000261472	RP11-467I17.1	0	0											
ENSG00000251391	RP11-305P14.1	0	0											
ENSG00000269266	DNAJC19P2	0	0											
ENSG00000103023	PRSS54	0	0											
ENSG00000103021	CCDC113	240	3.417005057											
ENSG00000103024	NME3	606	6.950210672											
ENSG00000256011	RP11-392P7.7	0	0											
ENSG00000215900	SEPW1P	0	0											
ENSG00000215906	LACTBL1	0	0											
ENSG00000215905	RP11-4M23.7	0	0											
ENSG00000156011	PSD3	766	1.680226038											
ENSG00000215909	BRWD1P1	0	0											
ENSG00000215908	CROCCP2	146	3.126243514											
ENSG00000156017	CARNMT1	211	3.729340128											
ENSG00000254594	RP11-2F20.1	0	0											
ENSG00000279153	RP11-495K9.8	0	0											
ENSG00000223576	RP11-61K9.2	0	0											
ENSG00000228604	RP5-872K7.7	1	0.080126088											
ENSG00000228606	RP11-574F21.2	9	1.529621961											
ENSG00000228607	CLDN25	0	0											
ENSG00000239589	LINC00879	0	0											
ENSG00000186508	OR9I2P	0	0											
ENSG00000239587	AC018730.4	0	0											
ENSG00000239586	MTND1P16	0	0											
ENSG00000239580	RN7SL675P	0	0											
ENSG00000281720	DUX4L8	0	0											
ENSG00000281721	LINC01080	0	0											
ENSG00000123384	LRP1	204	0.757379751											
ENSG00000123388	HOXC11	341	6.090715479											
ENSG00000256013	RP11-27M24.1	4	0.710403749											
ENSG00000183117	CSMD1	1	0.003841528											
ENSG00000183114	FAM43B	0	0											
ENSG00000277399	GPR179	49	0.491736127											
ENSG00000168661	ZNF30	132	1.260162254											
ENSG00000183111	ARHGEF37	660	11.20698475											
ENSG00000250448	RP11-19O2.2	1	0.045841741											
ENSG00000250444	CCT5P1	2	0.117010259											
ENSG00000250447	CTD-2081C10.1	0	0											
ENSG00000250446	LINC01332	0	0											
ENSG00000250441	RP11-47F1.1	0	0											
ENSG00000250442	EIF3KP3	0	0											
ENSG00000267146	RP11-383D22.1	0	0											
ENSG00000142396	ERVK3-1	476	5.601068064											
ENSG00000267144	AC067968.3	1	0.167330452											
ENSG00000267145	AC006116.14	0	0											
ENSG00000267142	CTD-3162L10.5	0	0											
ENSG00000267143	RP11-677O4.6	0	0											
ENSG00000267140	RP11-322E11.6	0	0											
ENSG00000267141	CTB-31O20.8	3	0.467926911											
ENSG00000277396	Metazoa_SRP	0	0											
ENSG00000267149	CTC-550B14.6	2	0.148955625											
ENSG00000118492	ADGB	0	0											
ENSG00000118491	ZC2HC1B	0	0											
ENSG00000272425	RP11-363E6.4	2	0.087165101											
ENSG00000118495	PLAGL1	3	0.010546251											
ENSG00000259396	RP11-16O9.2	0	0											
ENSG00000163586	FABP1	0	0											
ENSG00000259394	RP11-244F12.1	2	0.198868276											
ENSG00000163584	RPL22L1	95	1.970887051											
ENSG00000259392	RP11-758N13.3	0	0											
ENSG00000259393	RP11-313H3.1	0	0											
ENSG00000163581	SLC2A2	0	0											
ENSG00000254080	RP11-730G20.1	0	0											
ENSG00000259601	RP11-568G20.2	0	0											
ENSG00000270430	RP11-42L13.3	0	0											
ENSG00000259398	RP11-430B1.1	0	0											
ENSG00000259399	TGIF2-C20orf24	26	2.681142987											
ENSG00000205502	C2CD4B	13	0.779382287											
ENSG00000205500	AC013472.3	0	0											
ENSG00000254082	CTD-2024D23.1	0	0											
ENSG00000270437	RP11-511I11.2	0	0											
ENSG00000118729	CASQ2	10	0.327095023											
ENSG00000254087	LYN	10	0.128546034											
ENSG00000270435	RP11-304C12.4	0	0											
ENSG00000237215	ABC12-47043100G14.2	0	0											
ENSG00000149418	ST14	2106	39.43911308											
ENSG00000226519	LINC00390	0	0											
ENSG00000226516	FAM138B	0	0											
ENSG00000237213	RPL23AP22	0	0											
ENSG00000226342	NMD3P1	2	0.12723293											
ENSG00000226510	UPK1A-AS1	0	0											
ENSG00000177301	KCNA2	0	0											
ENSG00000259641	PCAT29	1	0.029258275											
ENSG00000259642	ST20-AS1	29	0.58249966											
ENSG00000259644	RP11-680F8.4	2	0.14065572											
ENSG00000237211	SETP4	1	0.109111793											
ENSG00000259647	RP11-143J24.1	0	0											
ENSG00000259648	RP11-643G16.4	0	0											
ENSG00000259649	RP11-351M8.1	1	0.071532505											
ENSG00000237210	RP11-339F13.2	0	0											
ENSG00000280927	CTBP1-AS	48	1.169308627											
ENSG00000008300	CELSR3	803	4.224761097											
ENSG00000280924	LINC00628	2	0.146875562											
ENSG00000162188	GNG3	4	0.429302946											
ENSG00000166408	OR5P1P	1	0.102388147											
ENSG00000280921	Metazoa_SRP	0	0											
ENSG00000280920	HPVC1	0	0											
ENSG00000166405	RIC3	3	0.015392166											
ENSG00000166407	LMO1	0	0											
ENSG00000166401	SERPINB8	63	0.693315573											
ENSG00000166402	TUB	48	0.605857777											
ENSG00000244532	RN7SL380P	0	0											
ENSG00000229269	RP11-298A8.2	0	0											
ENSG00000244535	RP1-181J22.1	0	0											
ENSG00000244537	KRTAP4-2	0	0											
ENSG00000244538	RP11-10G12.1	1	0.371407984											
ENSG00000229267	AC072062.1	4	0.160374925											
ENSG00000157653	C9orf43	7	0.254973772											
ENSG00000157654	PALM2-AKAP2	15	0.1432863											
ENSG00000229263	AC004691.5	0	0											
ENSG00000229262	RP4-726N1.2	0	0											
ENSG00000254377	MIR124-2HG	0	0											
ENSG00000254376	SOX5P	0	0											
ENSG00000184669	OR7E14P	19	0.9006572											
ENSG00000254372	RP11-343P9.1	0	0											
ENSG00000254370	RP11-181B11.1	1	0.185340579											
ENSG00000184661	CDCA2	311	4.892946248											
ENSG00000227395	EIF2AP4	0	0											
ENSG00000227394	AC007386.3	2	0.325296562											
ENSG00000227393	RP6-127F18.2	0	0											
ENSG00000227392	HPN-AS1	0	0											
ENSG00000227391	SALL1P1	0	0											
ENSG00000227399	RP11-118F2.2	0	0											
ENSG00000164808	SPIDR	484	3.042558136											
ENSG00000206341	HLA-H	1	0.086413354											
ENSG00000182796	TMEM198B	147	1.884069339											
ENSG00000182795	C1orf116	336	3.761078137											
ENSG00000182793	GSTA5	0	0											
ENSG00000155657	TTN	142	0.111770094											
ENSG00000182791	CCDC87	37	1.20447431											
ENSG00000162231	NXF1	1019	8.770227376											
ENSG00000205898	RP11-3B12.4	0	0											
ENSG00000155659	VSIG4	0	0											
ENSG00000182798	MAGEB17	1	0.056307394											
ENSG00000126264	HCST	3	0.330269343											
ENSG00000126267	COX6B1	808	47.33254034											
ENSG00000126266	FFAR1	1	0.040981842											
ENSG00000126261	UBA2	1540	19.45606842											
ENSG00000126262	FFAR2	55	1.155996927											
ENSG00000234694	RP1-92O14.3	6	0.859255367											
ENSG00000251473	AC004069.1	0	0											
ENSG00000237469	TUBB8P10	0	0											
ENSG00000251471	RP11-166D18.1	0	0											
ENSG00000251470	ASNSP4	2	0.42354049											
ENSG00000251477	RP11-74D3.2	0	0											
ENSG00000251476	MTCO1P31	1	0.192498041											
ENSG00000251474	RPL32P3	303	4.547893956											
ENSG00000266794	RN7SL7P	0	0											
ENSG00000197935	ZNF311	0	0											
ENSG00000158555	GDPD5	48	0.323757273											
ENSG00000158552	ZFAND2B	162	1.256304036											
ENSG00000158553	POM121L2	2	0.05303154											
ENSG00000171695	LKAAEAR1	10	0.870849122											
ENSG00000112208	BAG2	13	0.185031519											
ENSG00000234690	AC073283.4	3	0.074725503											
ENSG00000258119	RP11-804F13.1	0	0											
ENSG00000257137	C12orf80	0	0											
ENSG00000258117	RP11-1022B3.1	0	0											
ENSG00000111245	MYL2	0	0											
ENSG00000258115	RP11-89M22.3	0	0											
ENSG00000258114	CTA-109P11.4	0	0											
ENSG00000112200	ZNF451	704	2.95946659											
ENSG00000258112	CCNG2P1	0	0											
ENSG00000258111	RP11-43D4.2	1	0.230435611											
ENSG00000256849	RP11-405A12.1	1	0.063223656											
ENSG00000105695	MAG	1	0.023082875											
ENSG00000175538	KCNE3	0	0											
ENSG00000211641	IGLV11-55	0	0											
ENSG00000256847	CCND2P1	0	0											
ENSG00000256844	MEF2BNBP1	0	0											
ENSG00000165178	NCF1C	2	0.132671758											
ENSG00000245667	RP5-940J5.8	0	0											
ENSG00000165175	MID1IP1	404	4.660576723											
ENSG00000165171	WBSCR27	8	0.452383749											
ENSG00000154305	MIA3	603	3.611483154											
ENSG00000238125	SLC9A3P2	1	0.046862462											
ENSG00000158882	TOMM40L	2	0.0188907											
ENSG00000101052	IFT52	62	1.380012114											
ENSG00000154309	DISP1	23	0.352364076											
ENSG00000158887	MPZ	0	0											
ENSG00000277288	C10orf142	0	0											
ENSG00000277289	RP11-485B17.12	0	0											
ENSG00000231238	LINC00349	0	0											
ENSG00000231233	CFAP58-AS1	0	0											
ENSG00000231232	RP11-548K12.1	0	0											
ENSG00000231231	LINC01423	0	0											
ENSG00000277283	RP1-267D11.6	53	2.396030353											
ENSG00000175324	LSM1	293	6.106750047											
ENSG00000175325	PROP1	1	0.064691964											
ENSG00000104267	CA2	56	1.734693626											
ENSG00000277287	RP4-794I6.4	26	0.433478207											
ENSG00000185222	WBP5	0	0											
ENSG00000185220	PGBD2	118	2.16105837											
ENSG00000260173	RP11-2I17.4	0	0											
ENSG00000231963	PABPC1L2B-AS1	0	0											
ENSG00000260171	RP11-95H11.1	2	0.171332669											
ENSG00000170667	RASA4B	3	0.034386397											
ENSG00000231585	AC034228.2	0	0											
ENSG00000171130	ATP6V0E2	1096	8.339601731											
ENSG00000171133	OR2K2	3	0.142801224											
ENSG00000171132	PRKCE	97	0.770989103											
ENSG00000171135	JAGN1	139	4.843005425											
ENSG00000175497	DPP10	11	0.077548558											
ENSG00000256269	HMBS	366	2.411936494											
ENSG00000171136	RLN3	0	0											
ENSG00000256263	DDX11L8	2	0.517274861											
ENSG00000165617	DACT1	3	0.02510444											
ENSG00000255408	PCDHA3	12	0.115276598											
ENSG00000255409	RSF1-IT1	0	0											
ENSG00000276888	RP11-244H18.1	0	0											
ENSG00000255402	RP11-696P8.2	0	0											
ENSG00000255403	AP000641.1	0	0											
ENSG00000255400	RP13-631K18.5	0	0											
ENSG00000255401	RP11-15D14.2	0	0											
ENSG00000255406	RP11-713P17.5	0	0											
ENSG00000255404	RP11-770G2.5	0	0											
ENSG00000132773	TOE1	116	2.33493262											
ENSG00000231961	RP5-967N21.7	0	0											
ENSG00000246363	RP11-13A1.1	0	0											
ENSG00000160271	RALGDS	1202	6.163667449											
ENSG00000246366	LACTB2-AS1	2	0.028546833											
ENSG00000183943	PRKX	774	10.34022093											
ENSG00000007908	SELE	1	0.018728305											
ENSG00000125148	MT2A	262	8.071010483											
ENSG00000226562	CYP4F26P	1	0.047497009											
ENSG00000230188	RP11-405L18.4	1	0.20023052											
ENSG00000230189	GS1-124K5.2	24	1.197662974											
ENSG00000230182	RNF10P1	0	0											
ENSG00000230183	CNOT6LP1	12	0.776973731											
ENSG00000230186	RP5-998N21.7	0	0											
ENSG00000230187	RP11-291O7.1	0	0											
ENSG00000176679	TGIF2LY	0	0											
ENSG00000176678	FOXL1	0	0											
ENSG00000253721	SUMO2P20	0	0											
ENSG00000253720	RP11-473O4.3	1	0.172511905											
ENSG00000253723	RP11-960H2.1	0	0											
ENSG00000253722	RP11-10N23.4	0	0											
ENSG00000253725	RP11-21I4.2	0	0											
ENSG00000253726	RP11-313C15.1	0	0											
ENSG00000253729	PRKDC	6479	32.63637179											
ENSG00000253728	RP11-706C16.5	0	0											
ENSG00000237072	RP11-232A1.2	0	0											
ENSG00000134815	DHX34	661	8.808227625											
ENSG00000134817	APLNR	2	0.026575323											
ENSG00000198010	DLGAP2	0	0											
ENSG00000198019	FCGR1B	1	0.015093073											
ENSG00000198018	ENTPD7	118	2.725844488											
ENSG00000279214	RP5-1024N4.5	0	0											
ENSG00000213882	CYB5P4	0	0											
ENSG00000246582	RP11-1149O23.3	64	1.953759945											
ENSG00000204479	PRAMEF17	0	0											
ENSG00000204478	PRAMEF20	0	0											
ENSG00000248639	RP11-642E20.2	0	0											
ENSG00000234842	MTCO2P16	1	0.139895179											
ENSG00000204471	TBC1D3P4	1	0.088101429											
ENSG00000248632	RP11-366M4.11	0	0											
ENSG00000204472	AIF1	2	0.073012958											
ENSG00000204475	NCR3	0	0											
ENSG00000248636	RP11-768F21.1	0	0											
ENSG00000248635	RP11-1267H10.4	2	0.252430132											
ENSG00000248634	CTC-573M9.1	0	0											
ENSG00000280116	AC231657.1	0	0											
ENSG00000240409	MTATP8P1	22	10.06108243											
ENSG00000280114	RP5-875O13.7	1	0.070102913											
ENSG00000280115	RP11-133M8.3	0	0											
ENSG00000167723	TRPV3	2	0.011919826											
ENSG00000280113	AL357140.1	0	0											
ENSG00000280110	RP11-423G4.8	0	0											
ENSG00000167720	SRR	96	2.066363495											
ENSG00000240401	AC012358.8	2	0.015209078											
ENSG00000240403	KIR3DL2	0	0											
ENSG00000240404	RP11-142L1.3	0	0											
ENSG00000240405	LINC01212	0	0											
ENSG00000280118	RP11-385H1.1	1	0.024303063											
ENSG00000280119	AC093642.1	73	1.438192206											
ENSG00000166896	XRCC6BP1	97	3.677404971											
ENSG00000166897	ELFN2	80	0.430050561											
ENSG00000241755	IGKV1-9	1	0.231562435											
ENSG00000241754	RP11-280H21.1	0	0											
ENSG00000234844	CDC42P2	0	0											
ENSG00000257824	RP11-1049A21.2	0	0											
ENSG00000124233	SEMG1	0	0											
ENSG00000257823	RP11-560G2.2	0	0											
ENSG00000248185	CTD-2049O17.1	0	0											
ENSG00000248184	RP11-231C18.1	0	0											
ENSG00000248187	RP11-184M15.1	0	0											
ENSG00000179331	RAB39A	0	0											
ENSG00000161914	ZNF653	77	1.286036384											
ENSG00000235629	AC090952.5	0	0											
ENSG00000163913	IFT122	625	3.762527618											
ENSG00000163914	RHO	1	0.03653898											
ENSG00000163915	IGF2BP2-AS1	1	0.020851835											
ENSG00000163918	RFC4	610	9.784087442											
ENSG00000279218	RP11-263G22.1	0	0											
ENSG00000095564	BTAF1	1079	10.43453829											
ENSG00000265813	RN7SL300P	0	0											
ENSG00000265817	FSBP	0	0											
ENSG00000265814	RN7SL376P	0	0											
ENSG00000268823	CTC-457E21.6	0	0											
ENSG00000265818	EEF1E1-BLOC1S5	0	0											
ENSG00000237331	XIAP-AS1	0	0											
ENSG00000249347	RP11-747H12.4	0	0											
ENSG00000142661	MYOM3	4	0.032018028											
ENSG00000237322	RPL7L1P10	0	0											
ENSG00000272559	OR51F3P	0	0											
ENSG00000272558	U91328.21	0	0											
ENSG00000177234	LINC01561	0	0											
ENSG00000277708	PGBD4P2	0	0											
ENSG00000237325	AP000563.2	0	0											
ENSG00000141449	GREB1L	125	0.918725741											
ENSG00000141446	ESCO1	628	7.453571082											
ENSG00000141447	OSBPL1A	440	3.580563081											
ENSG00000272551	RP11-324L17.1	2	0.232869126											
ENSG00000237328	RAI1-AS1	0	0											
ENSG00000277701	RP11-734K23.9	115	2.268961875											
ENSG00000272556	GTF2IP13	226	2.036002375											
ENSG00000004660	CAMKK1	338	4.107426941											
ENSG00000141441	GAREM	173	1.751178935											
ENSG00000260466	RP4-536B24.2	1	0.181434935											
ENSG00000249588	CTC-537E7.1	0	0											
ENSG00000239525	RPL30P5	0	0											
ENSG00000057149	SERPINB3	0	0											
ENSG00000249582	RPL7L1P4	0	0											
ENSG00000234142	RP11-276E17.2	0	0											
ENSG00000066044	ELAVL1	1013	9.064728529											
ENSG00000249581	CLRN2	0	0											
ENSG00000239381	RP11-4B14.3	0	0											
ENSG00000249584	RP11-478P10.1	0	0											
ENSG00000274245	RP11-357P18.2	0	0											
ENSG00000274244	RP11-697E22.3	0	0											
ENSG00000067798	NAV3	6	0.032809647											
ENSG00000274242	RP11-20I6.1	0	0											
ENSG00000136504	KAT7	3645	19.5498203											
ENSG00000274248	AJ011932.1	0	0											
ENSG00000270955	RP11-261B23.2	0	0											
ENSG00000270954	RPSAP75	0	0											
ENSG00000270957	RP11-1324A7.2	0	0											
ENSG00000270956	RP11-65L3.4	0	0											
ENSG00000270951	RP1-309F20.4	1	0.242843682											
ENSG00000270953	RP11-2E11.9	8	1.215554409											
ENSG00000224000	RP3-471M13.2	0	0											
ENSG00000258489	RP11-398J10.2	0	0											
ENSG00000270959	LPP-AS2	40	1.327714912											
ENSG00000095383	TBC1D2	104	1.284095089											
ENSG00000095380	NANS	733	10.30282836											
ENSG00000172772	OR10W1	0	0											
ENSG00000172771	EFCAB12	7	0.064343804											
ENSG00000255189	GLYATL1P1	0	0											
ENSG00000172775	FAM192A	964	8.2376978											
ENSG00000255187	RP11-699F16.2	0	0											
ENSG00000255186	RP11-514F3.5	0	0											
ENSG00000255185	PDXDC2P	17	0.503374986											
ENSG00000255184	RP11-313I2.7	0	0											
ENSG00000255183	RP11-720D4.3	0	0											
ENSG00000255182	CTD-2517M22.14	101	1.238981584											
ENSG00000255181	CCDC166	4	0.286852423											
ENSG00000173421	CCDC36	4	0.059940668											
ENSG00000236743	RP5-857K21.15	1	0.140102124											
ENSG00000233516	RP11-388N2.1	0	0											
ENSG00000236741	RP4-560B9.4	0	0											
ENSG00000236747	LINC01282	0	0											
ENSG00000236744	RP11-168O22.1	0	0											
ENSG00000236745	YRDCP2	0	0											
ENSG00000165816	VWA2	2	0.037042183											
ENSG00000236748	AC009500.2	0	0											
ENSG00000260461	RP11-541N10.3	35	1.387474328											
ENSG00000165813	CCDC186	309	2.751273041											
ENSG00000233519	RP11-177F11.1	0	0											
ENSG00000165810	BTNL9	6	0.06162845											
ENSG00000235707	RP11-323A7.1	0	0											
ENSG00000149527	PLCH2	30	0.124182713											
ENSG00000128886	ELL3	199	3.476986833											
ENSG00000128881	TTBK2	202	1.141700776											
ENSG00000268798	CTB-25B13.5	2	0.172111454											
ENSG00000268799	RP11-321E2.13	0	0											
ENSG00000276074	SOX2OT_exon1	0	0											
ENSG00000268797	CTC-490E21.12	4	0.658513388											
ENSG00000276076	CH507-152C13.3	0	0											
ENSG00000276077	CH507-254M2.2	0	0											
ENSG00000276070	CCL4L2	1	0.018094963											
ENSG00000276071	CTD-3234P18.6	20	1.453047939											
ENSG00000268790	CTC-429P9.4	0	0											
ENSG00000276073	RP5-1125A11.7	11	0.308722808											
ENSG00000077984	CST7	1	0.101837673											
ENSG00000224448	GS1-259H13.7	3	0.539984097											
ENSG00000085662	AKR1B1	9	0.107304714											
ENSG00000224447	HIST1H1PS2	0	0											
ENSG00000224445	RP11-413P11.1	0	0											
ENSG00000224442	AC017035.2	0	0											
ENSG00000224443	AC006509.4	0	0											
ENSG00000224440	CXorf51A	0	0											
ENSG00000224441	AC068831.3	0	0											
ENSG00000278546	RP1-41C23.4	5	1.070937182											
ENSG00000264029	CTD-2008P7.5	0	0											
ENSG00000273736	CTB-186H2.2	0	0											
ENSG00000225741	LL22NC03-88E1.17	0	0											
ENSG00000133958	UNC79	2	0.012844138											
ENSG00000278540	ACACA	10088	41.71683388											
ENSG00000278541	RP11-467N20.8	0	0											
ENSG00000137674	MMP20	0	0											
ENSG00000137675	MMP27	0	0											
ENSG00000264023	RP11-728E14.2	0	0											
ENSG00000137672	TRPC6	55	0.768957341											
ENSG00000137673	MMP7	2	0.064970007											
ENSG00000198839	ZNF277	243	3.662994074											
ENSG00000198838	RYR3	429	1.919523954											
ENSG00000261411	RP11-268G13.1	0	0											
ENSG00000198830	HMGN2	2859	32.41288468											
ENSG00000198833	UBE2J1	749	16.52779144											
ENSG00000198832	SELM	6	0.084847296											
ENSG00000198835	GJC2	3	0.126630243											
ENSG00000198837	DENND4B	1392	10.44912184											
ENSG00000198836	OPA1	2556	12.20007159											
ENSG00000271394	7SK	0	0											
ENSG00000271395	RP11-75N6.3	0	0											
ENSG00000271396	RP11-697E2.9	2	0.211770245											
ENSG00000271397	RP5-1128N12.2	0	0											
ENSG00000271390	RP11-89C3.3	0	0											
ENSG00000264422	RP11-434D2.12	0	0											
ENSG00000271392	RP1-161P9.5	0	0											
ENSG00000157514	TSC22D3	742	6.234825889											
ENSG00000271398	RP5-1092A3.5	1	0.222844791											
ENSG00000271399	RP4-799G3.2	0	0											
ENSG00000157510	AFAP1L1	10	0.177667604											
ENSG00000270040	RP11-416A14.1	0	0											
ENSG00000270049	RP11-297D21.4	30	0.854115627											
ENSG00000270048	RP11-214K3.22	6	2.159573374											
ENSG00000214401	KANSL1-AS1	12	0.706867203											
ENSG00000264790	RP11-26N15.2	0	0											
ENSG00000264791	CTC-304I17.2	0	0											
ENSG00000235215	RP11-145M4.2	0	0											
ENSG00000235214	FAM83C-AS1	1	0.269059761											
ENSG00000235217	TSPY26P	19	0.345223115											
ENSG00000223631	LINC01120	0	0											
ENSG00000235219	CTC-233O10.1	0	0											
ENSG00000235218	AC092638.2	0	0											
ENSG00000275676	RP11-101E5.1	0	0											
ENSG00000275675	RP11-1021O19.2	0	0											
ENSG00000275674	RP11-697E2.12	1	0.182835977											
ENSG00000214402	LCNL1	0	0											
ENSG00000231918	AC007682.1	1	0.024043929											
ENSG00000231916	AC006033.22	0	0											
ENSG00000231914	LINC00387	0	0											
ENSG00000231915	SALL4P5	0	0											
ENSG00000231912	RP1-249H1.2	0	0											
ENSG00000231913	RARRES2P3	0	0											
ENSG00000231910	GAMTP2	3	0.613459255											
ENSG00000231911	TPRKBP1	0	0											
ENSG00000117602	RCAN3	344	2.866621802											
ENSG00000126106	TMEM53	35	0.419297481											
ENSG00000117600	PLPPR4	2	0.018909568											
ENSG00000205056	RP11-693J15.5	0	0											
ENSG00000258479	LINC00640	0	0											
ENSG00000110057	UNC93B1	585	8.200666942											
ENSG00000269466	RP11-432M8.17	0	0											
ENSG00000269463	RP11-727F15.13	0	0											
ENSG00000269460	AC093063.3	0	0											
ENSG00000134371	CDC73	515	8.160784478											
ENSG00000134375	TIMM17A	643	12.05578336											
ENSG00000134376	CRB1	2	0.011288016											
ENSG00000265777	RN7SL624P	0	0											
ENSG00000265775	CTC-304I17.3	0	0											
ENSG00000265778	RP11-17M16.2	1	0.062063588											
ENSG00000103222	ABCC1	822	7.038872804											
ENSG00000100095	SEZ6L	2	0.014633065											
ENSG00000103226	NOMO3	434	3.35768446											
ENSG00000103227	LMF1	181	1.252332354											
ENSG00000102174	PHEX	272	3.940156646											
ENSG00000102172	SMS	2847	97.68454205											
ENSG00000266896	RP1-266L20.9	7	0.406550205											
ENSG00000102178	UBL4A	620	9.980002135											
ENSG00000103591	AAGAB	689	9.295177555											
ENSG00000103599	IQCH	26	0.238635763											
ENSG00000237076	RP5-836J3.1	0	0											
ENSG00000134594	RAB33A	1	0.075285402											
ENSG00000134595	SOX3	5	0.188062866											
ENSG00000134597	RBMX2	139	3.800821993											
ENSG00000134590	FAM127A	305	13.2383722											
ENSG00000135426	TESPA1	1	0.008823275											
ENSG00000135424	ITGA7	15	0.107801946											
ENSG00000135423	GLS2	59	0.575147292											
ENSG00000235023	AP001626.2	0	0											
ENSG00000176884	GRIN1	65	0.511319857											
ENSG00000068305	MEF2A	221	0.874804881											
ENSG00000176887	SOX11	1240	13.46310186											
ENSG00000176882	RP11-432M24.4	0	0											
ENSG00000064886	CHI3L2	1	0.015414882											
ENSG00000068308	OTUD5	935	9.298444724											
ENSG00000224672	AC007272.3	0	0											
ENSG00000232608	TIMM9P2	0	0											
ENSG00000062485	CS	3857	21.26519412											
ENSG00000263326	RP11-266L9.6	3	0.420165141											
ENSG00000263327	TAPT1-AS1	9	0.243150523											
ENSG00000271806	RP5-892K4.1	2	0.045119781											
ENSG00000263325	LA16c-325D7.1	2	0.714424902											
ENSG00000263321	RP11-388C12.5	2	0.568536334											
ENSG00000108813	DLX4	35	0.453254267											
ENSG00000273091	AP000255.6	2	0.280063016											
ENSG00000273090	RP11-78I14.1	0	0											
ENSG00000273093	RP11-532L16.3	0	0											
ENSG00000108819	PPP1R9B	4579	94.31497171											
ENSG00000215297	RP11-62E14.2	0	0											
ENSG00000215296	TMCO5B	0	0											
ENSG00000261879	RP11-333E1.1	8	0.299087834											
ENSG00000264808	RP11-802D6.1	5	0.621199782											
ENSG00000264809	Metazoa_SRP	0	0											
ENSG00000261872	RP5-867C24.5	1	0.140726651											
ENSG00000261873	RP11-515E23.1	0	0											
ENSG00000214526	AP000343.1	1	0.245997496											
ENSG00000228571	HSFY7P	0	0											
ENSG00000214525	AC130709.1	1	0.078142769											
ENSG00000237807	RP11-400K9.4	108	4.283117824											
ENSG00000131944	FAAP24	46	0.821314735											
ENSG00000105339	DENND3	97	0.313748598											
ENSG00000131941	RHPN2	932	12.59318637											
ENSG00000131943	C19orf12	110	0.807469358											
ENSG00000138433	CIR1	254	6.190763342											
ENSG00000250039	RP11-17E2.2	1	0.05053844											
ENSG00000222067	RNU4-86P	0	0											
ENSG00000152822	GRM1	1	0.006166756											
ENSG00000136997	MYC	1288	13.60356113											
ENSG00000148110	HIATL1	1022	17.87652671											
ENSG00000237801	AMD1P2	0	0											
ENSG00000227011	C17orf112	0	0											
ENSG00000227155	RP11-165F24.3	3	0.028588992											
ENSG00000138735	PDE5A	166	1.025747											
ENSG00000227157	AC068535.2	0	0											
ENSG00000227151	PRR20D	0	0											
ENSG00000227150	RP11-473E2.3	0	0											
ENSG00000227152	OR2T7	0	0											
ENSG00000227013	OR7E96P	0	0											
ENSG00000138738	PRDM5	34	0.247088873											
ENSG00000227158	AC073621.2	0	0											
ENSG00000267432	DNAH17-AS1	0	0											
ENSG00000227019	OR7E101P	0	0											
ENSG00000242479	RP11-383G6.4	0	0											
ENSG00000259408	RP11-3D4.3	15	1.472995052											
ENSG00000259409	RP11-521C20.3	0	0											
ENSG00000259407	RP11-158M2.3	6	0.589178213											
ENSG00000259404	EFTUD1P1	19	0.898856786											
ENSG00000258766	DIO2-AS1	0	0											
ENSG00000259403	RP11-315L6.1	0	0											
ENSG00000159792	PSKH1	571	10.65098526											
ENSG00000242262	RP11-100N21.1	1	0.153748435											
