"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","sig","symbol","entrez","genename"
"ENSG00000155111",489.049024657858,0.555256851419287,0.641499976762182,0.865560205039777,0.386731386683037,0.737985079537934,"FALSE","ENSG00000155111","23097","cyclin dependent kinase 19"
"ENSG00000272579",70.879584866314,0.555223266618222,0.594414660281025,0.934067249209038,0.350269204623468,0.70780363064034,"FALSE","ENSG00000272579",NA,NA
"ENSG00000278175",38.4576550087061,-0.555148962678315,0.849063095078613,-0.653837112808342,0.513216753278946,0.815684607986067,"FALSE","ENSG00000278175","389741","glioblastoma down-regulated RNA"
"ENSG00000135390",1809.70850291497,-0.555056235388173,0.450008383928038,-1.23343532078934,0.217413393964488,0.575948655514762,"FALSE","ENSG00000135390","517","ATP synthase membrane subunit c locus 2"
"ENSG00000250451",13.938678980509,-0.554994401722315,0.818788251382833,-0.677824090398217,0.497883234693124,0.809276098536922,"FALSE","ENSG00000250451","100874363","HOXC cluster antisense RNA 1"
"ENSG00000085449",673.228601646599,0.554884752417283,0.474515773759239,1.16937051011253,0.242254385915835,0.605798309500924,"FALSE","ENSG00000085449","57590","WD repeat and FYVE domain containing 1"
"ENSG00000103043",783.85432723646,0.554871559785144,0.59259486489306,0.936342166726802,0.349097044280467,0.706780512124139,"FALSE","ENSG00000103043","55697","VAC14 component of PIKFYVE complex"
"ENSG00000261360",16.0262298868437,0.554866260532276,1.14253295416982,0.48564573871346,0.627218361424542,0.874408528438432,"FALSE","ENSG00000261360","728178","OTULIN divergent transcript"
"ENSG00000185238",452.091844949897,-0.554794695873016,0.530829437532672,-1.04514681486343,0.29595512003783,0.662424813794972,"FALSE","ENSG00000185238","10196","protein arginine methyltransferase 3"
"ENSG00000276997",8.14966839096353,0.554630252746897,1.28078330201656,0.43303988416592,0.664985794781341,0.890597159711363,"FALSE","ENSG00000276997",NA,NA
"ENSG00000197837",14.8998422333867,-0.55458881378599,1.02181215653403,-0.542750260152654,0.587301764121214,0.853998200824682,"FALSE","ENSG00000197837","121504","H4 histone 16"
"ENSG00000124383",554.990000911138,-0.554475793990761,0.44274968351462,-1.25234599737992,0.210443814897225,0.567137211011163,"FALSE","ENSG00000124383","10199","M-phase phosphoprotein 10"
"ENSG00000141503",1073.24882882119,0.554421196251635,0.610173706897352,0.908628461017747,0.363546277988341,0.718581065522478,"FALSE","ENSG00000141503","50488","misshapen like kinase 1"
"ENSG00000187123",269.424268224633,-0.554339325082538,0.945908397966521,-0.586039119934062,0.557849226348589,0.838676776521706,"FALSE","ENSG00000187123","130574","LY6/PLAUR domain containing 6"
"ENSG00000143553",384.083474972488,-0.554306897856705,0.426407468920065,-1.29994650248637,0.193619305395994,0.544690128364808,"FALSE","ENSG00000143553","23557","SNAP associated protein"
"ENSG00000067533",479.487366888533,-0.554302783989523,0.577116165819252,-0.960470035010467,0.336818705006009,0.697764987009101,"FALSE","ENSG00000067533","51018","ribosomal RNA processing 15 homolog"
"ENSG00000136937",1152.71105664465,0.554258834607782,0.440809163437941,1.25736686207934,0.208620822926783,0.563934458883861,"FALSE","ENSG00000136937","4686","nuclear cap binding protein subunit 1"
"ENSG00000159377",3089.22222003266,-0.554206484967125,0.610620622587953,-0.907611804230045,0.364083355494595,0.718581065522478,"FALSE","ENSG00000159377","5692","proteasome 20S subunit beta 4"
"ENSG00000235363",16.9197793752229,0.554182217845225,0.747555743534937,0.741325610348047,0.458496037003134,0.784578953842348,"FALSE","ENSG00000235363",NA,NA
"ENSG00000185043",658.063311922028,0.554138818223732,0.585293696580804,0.94677052129713,0.343755726189914,0.701327000251253,"FALSE","ENSG00000185043","10519","calcium and integrin binding 1"
"ENSG00000106701",78.631341006789,0.554121820814176,0.598405429840485,0.925997314165225,0.354447376043862,0.710302019797445,"FALSE","ENSG00000106701","83856","fibronectin type III and SPRY domain containing 1 like"
"ENSG00000112658",808.771534075979,0.554044474930744,0.335828911762777,1.64978194409334,0.0989875430327725,0.381055043007249,"FALSE","ENSG00000112658","6722","serum response factor"
"ENSG00000103121",344.616891753103,-0.553973917611892,0.568243518166137,-0.974888229961167,0.329615705106502,0.69160401351348,"FALSE","ENSG00000103121","56942","C-X9-C motif containing 2"
"ENSG00000280927",37.5113838687515,-0.553899832889906,0.566711642937888,-0.977392717782249,0.328374766823081,0.69090366754232,"FALSE","ENSG00000280927","285463","CTBP1 antisense RNA"
"ENSG00000130695",605.323061292542,0.553867038927622,0.580166054912336,0.954669847085956,0.339744682915179,0.698837736217043,"FALSE","ENSG00000130695","64793","centrosomal protein 85"
"ENSG00000065029",381.945071322204,-0.553818937907738,0.363788783039266,-1.52236397527397,0.127917906161697,0.439983097146092,"FALSE","ENSG00000065029","7629","zinc finger protein 76"
"ENSG00000246985",21.0317205733116,-0.553699045048673,2.00336133355374,-0.276385011418021,0.782252367695154,0.935399267197406,"FALSE","ENSG00000246985","144481","SOCS2 antisense RNA 1"
"ENSG00000215196",6.30035908381913,0.553684135418386,1.51021994832234,0.366624832385149,0.713898882590943,0.91050474143743,"FALSE","ENSG00000215196","285696","BASP1 antisense RNA 1"
"ENSG00000109265",94.1210650029083,-0.553428204565408,1.06297852223993,-0.520639122039092,0.602618190647934,0.861498778934115,"FALSE","ENSG00000109265","57482","capping protein inhibiting regulator of actin dynamics"
"ENSG00000141985",969.971566754513,0.553341846280705,0.423118567416166,1.30777018285859,0.190951270456971,0.541022122166124,"FALSE","ENSG00000141985","6455","SH3 domain containing GRB2 like 1, endophilin A2"
"ENSG00000123999",20.1898710916674,-0.553295781664655,1.2336760554226,-0.448493572711129,0.653797023725748,0.885215286686392,"FALSE","ENSG00000123999","3623","inhibin subunit alpha"
"ENSG00000133624",182.130211605586,-0.552925501008839,0.649660369943643,-0.85109932295363,0.394714181502923,0.744047893009058,"FALSE","ENSG00000133624","79970","zinc finger family member 767, pseudogene"
"ENSG00000276672",51.8500315108127,0.552807482958578,0.77985683086156,0.708857653202645,0.478412816126941,0.798334456128358,"FALSE","ENSG00000276672",NA,NA
"ENSG00000150316",410.00746870297,-0.552758156752434,0.562781978196253,-0.982188801645807,0.326006843429639,0.689025414080616,"FALSE","ENSG00000150316","51503","CWC15 spliceosome associated protein homolog"
"ENSG00000277782",6.47646622148164,0.552708197542187,1.25433279846812,0.440639197362291,0.659474221125137,0.887757825968679,"FALSE","ENSG00000277782",NA,NA
"ENSG00000084652",1526.06001800535,0.552666498573935,0.553025374619281,0.999351067669196,0.317624655012463,0.682476418038295,"FALSE","ENSG00000084652","200081","taxilin alpha"
"ENSG00000242798",5.30745136146614,-0.552651357069876,1.32932759215987,-0.415737520479761,0.677602082512883,0.894720790951346,"FALSE","ENSG00000242798",NA,NA
"ENSG00000105640",1610.7665860342,0.552479758471749,0.581241019439361,0.950517496175074,0.341849368073891,0.700345925223541,"FALSE","ENSG00000105640","6142","ribosomal protein L18a"
"ENSG00000135407",26.4734520277912,-0.552430057967789,0.767220826390496,-0.720040487647837,0.47150006757501,0.794364315713812,"FALSE","ENSG00000135407","10677","advillin"
"ENSG00000108448",363.897294410536,0.552391121701706,0.515033529052503,1.07253429251088,0.283480119778539,0.650033889296905,"FALSE","ENSG00000108448","147166","tripartite motif containing 16 like"
"ENSG00000108759",6.27113201527341,0.552369912274692,1.63944246529453,0.336925463361995,0.73617308946761,0.919205336709095,"FALSE","ENSG00000108759","3882","keratin 32"
"ENSG00000213928",243.663076612711,0.552281562928132,0.827299987322741,0.667571100436485,0.50440741021553,0.812003569393077,"FALSE","ENSG00000213928","10379","interferon regulatory factor 9"
"ENSG00000126067",1454.6872631006,0.552228310292935,0.444438684556134,1.24252980103308,0.214041152200381,0.571775219177347,"FALSE","ENSG00000126067","5690","proteasome 20S subunit beta 2"
"ENSG00000257270",12.6265600338465,-0.552170288524847,0.860742880299447,-0.641504334410237,0.521195065703373,0.819711010922835,"FALSE","ENSG00000257270",NA,NA
"ENSG00000279356",5.53490780488632,-0.552115579693795,1.08369157768363,-0.509476673126806,0.610418145016453,0.865209883609039,"FALSE","ENSG00000279356",NA,NA
"ENSG00000155749",5.76618150964644,-0.552098455672668,1.16499623099899,-0.473905786973442,0.63556709232085,0.87903822249109,"FALSE","ENSG00000155749","130540","flagellum associated containing coiled-coil domains 1"
"ENSG00000120162",56.3326367350466,0.552026681407263,1.34405671600995,0.410716805944055,0.681280202297594,0.896275239500251,"FALSE","ENSG00000120162","79817","MOB kinase activator 3B"
"ENSG00000173611",197.082946877121,-0.551686899106193,0.522444001866892,-1.05597326629228,0.290980428827868,0.657282085230647,"FALSE","ENSG00000173611","286205","suppressor of cancer cell invasion"
"ENSG00000112996",929.70859083174,-0.551594030366754,0.494108580534502,-1.11634173559598,0.264275883174999,0.630211312839244,"FALSE","ENSG00000112996","10884","mitochondrial ribosomal protein S30"
"ENSG00000172828",38.1125571132037,-0.551422467723319,1.46111766073353,-0.377397715832471,0.705878064108733,0.906462057252025,"FALSE","ENSG00000172828","23491","carboxylesterase 3"
"ENSG00000040531",232.845034407862,0.55141573130468,0.628243355536923,0.877710407033939,0.380100895337815,0.732627896523484,"FALSE","ENSG00000040531","1497","cystinosin, lysosomal cystine transporter"
"ENSG00000008516",28.4335376740134,-0.55126951068475,0.851858532080641,-0.647137394208273,0.517543025535548,0.81778277520322,"FALSE","ENSG00000008516","64386","matrix metallopeptidase 25"
"ENSG00000117407",43.3111031618773,0.551209495077972,1.27481973625261,0.432382304260739,0.665463577216662,0.890679450711159,"FALSE","ENSG00000117407","9048","artemin"
"ENSG00000103852",132.381211534873,0.551132561791039,0.99123293432199,0.556007112665216,0.578205992452385,0.850454635025044,"FALSE","ENSG00000103852","64927","tetratricopeptide repeat domain 23"
"ENSG00000279456",5.24004692104993,0.551063712937366,1.54752392944294,0.356093823463998,0.721770302632339,0.912892518909197,"FALSE","ENSG00000279456",NA,NA
"ENSG00000105647",1444.23575587723,-0.551051817304115,0.657513019237556,-0.838085028252533,0.401982950846707,0.749927531454049,"FALSE","ENSG00000105647","5296","phosphoinositide-3-kinase regulatory subunit 2"
"ENSG00000070814",1911.62588501738,0.550988955334917,0.491869498538324,1.12019337847188,0.262631365037216,0.628110444014064,"FALSE","ENSG00000070814","6949","treacle ribosome biogenesis factor 1"
"ENSG00000166266",738.502348902807,-0.550820307773251,0.459187635354166,-1.19955387594095,0.230312648965909,0.593081665522237,"FALSE","ENSG00000166266","8065","cullin 5"
"ENSG00000163155",92.0426959474591,-0.550657618699902,0.530285134775307,-1.03841798041959,0.299075502151957,0.665988273149424,"FALSE","ENSG00000163155","388695","LysM domain containing 1"
"ENSG00000166004",387.209031329447,-0.550628551056874,0.573899349207589,-0.959451429622901,0.337331376892876,0.697948821356195,"FALSE","ENSG00000166004","85459","centrosomal protein 295"
"ENSG00000168758",671.105212885371,-0.550552838226531,0.715282567414924,-0.76969978482247,0.441477997761772,0.775530760374063,"FALSE","ENSG00000168758","54910","semaphorin 4C"
"ENSG00000125676",1664.44107749318,0.550436080377342,0.500667835282398,1.09940371956763,0.271592009079782,0.637223943415622,"FALSE","ENSG00000125676","57187","THO complex 2"
"ENSG00000120314",733.357760790062,-0.550341024751658,0.594975127338399,-0.924981565554832,0.354975496532762,0.710882353938956,"FALSE","ENSG00000120314","54853","WD repeat domain 55"
"ENSG00000138592",983.386899327931,-0.550261606101378,0.598580208539137,-0.919277981883694,0.357950191424093,0.713775040303215,"FALSE","ENSG00000138592","9101","ubiquitin specific peptidase 8"
"ENSG00000154473",1896.45383993896,0.550059846835631,0.444404651528286,1.23774547575954,0.215810451311285,0.573945058349557,"FALSE","ENSG00000154473","9184","BUB3 mitotic checkpoint protein"
"ENSG00000134057",2820.06206913392,0.550045675801746,0.467994757039396,1.17532444013137,0.239864940230945,0.603315409077005,"FALSE","ENSG00000134057","891","cyclin B1"
"ENSG00000136518",1373.8049560387,-0.549971529983433,0.547576449089438,-1.00437396622513,0.315198393577535,0.680572383303841,"FALSE","ENSG00000136518","86","actin like 6A"
"ENSG00000166860",219.40909663145,-0.549835779264302,0.348406958576818,-1.57814235832225,0.114532908936375,0.413332604096199,"FALSE","ENSG00000166860","9880","zinc finger and BTB domain containing 39"
"ENSG00000270231",529.661972010238,0.549755938716484,0.730128642325242,0.752957639034233,0.451475369917235,0.780876405898123,"FALSE","ENSG00000270231","728841","NBPF member 8"
"ENSG00000196205",49539.6592333057,0.549585883383943,0.422820844782784,1.2998079214053,0.193666809867428,0.544732507754415,"FALSE","ENSG00000196205",NA,NA
"ENSG00000095261",1147.45761301044,-0.549542791261718,0.432955183168414,-1.26928331759445,0.204340034118436,0.558289077895407,"FALSE","ENSG00000095261","5711","proteasome 26S subunit, non-ATPase 5"
"ENSG00000137970",4134.44645727768,0.549323036806518,0.60515266793423,0.907742898468425,0.364014073434356,0.718581065522478,"FALSE","ENSG00000137970","653702","ribosomal protein L7 pseudogene 9"
"ENSG00000267673",108.88709958361,-0.549192230921738,0.585846771723303,-0.937433229010132,0.348535754994103,0.706125752544083,"FALSE","ENSG00000267673","112812","ferredoxin 2"
"ENSG00000160256",189.155354075406,-0.548993245290694,0.574848580265165,-0.955022355691399,0.339566391719787,0.698724153254741,"FALSE","ENSG00000160256","85395","family with sequence similarity 207 member A"
"ENSG00000120948",1658.51752539393,0.548891428065625,0.510907554234056,1.07434588413654,0.282667687187717,0.648733820121486,"FALSE","ENSG00000120948","23435","TAR DNA binding protein"
"ENSG00000119862",140.134731750523,-0.548838570458175,0.544062703150956,-1.00877815604628,0.313081039368814,0.678005779350157,"FALSE","ENSG00000119862","29094","galectin like"
"ENSG00000181649",413.840710178477,0.548780289537184,1.02625970430413,0.534738221948698,0.592830887359146,0.856475631122325,"FALSE","ENSG00000181649","7262","pleckstrin homology like domain family A member 2"
"ENSG00000227124",28.4873652850327,0.548641163198065,1.80866855760898,0.303339802580168,0.76163091614021,0.927970071185747,"FALSE","ENSG00000227124","100131827","zinc finger protein 717"
"ENSG00000249437",9.71366249504428,-0.548615166992244,1.06084045660336,-0.517151437407299,0.605050449047041,0.863543815173996,"FALSE","ENSG00000249437","4671","NLR family apoptosis inhibitory protein"
"ENSG00000037757",447.450621227511,-0.548531276275494,0.599475812843028,-0.915018195102939,0.360182078224814,0.715421984569562,"FALSE","ENSG00000037757","84245","methylthioribose-1-phosphate isomerase 1"
"ENSG00000267152",10.0800801869615,-0.548528156542424,1.27414053132347,-0.430508364703428,0.666825883309091,0.890993300588931,"FALSE","ENSG00000267152",NA,NA
"ENSG00000225486",8.08676738849645,-0.548286510829377,1.17673773770373,-0.465937730440512,0.641260073088516,0.880294747241881,"FALSE","ENSG00000225486",NA,NA
"ENSG00000272374",17.3579646094526,0.547995436165134,0.751998252983063,0.728719028257472,0.46617355074902,0.790226757942413,"FALSE","ENSG00000272374",NA,NA
"ENSG00000112852",209.838891993802,-0.547928426389879,1.38127176417671,-0.396684012951257,0.691600490812246,0.900592304104107,"FALSE","ENSG00000112852","56133","protocadherin beta 2"
"ENSG00000102312",119.441411140894,0.54787447163067,0.6557125819329,0.835540580929,0.403413408165183,0.750511627510497,"FALSE","ENSG00000102312","64840","porcupine O-acyltransferase"
"ENSG00000102007",1542.58795350526,0.547871268718062,0.557620215318215,0.982516870206024,0.325845275978164,0.689025414080616,"FALSE","ENSG00000102007","5355","proteolipid protein 2"
"ENSG00000101350",1153.11137753118,0.547829243335501,0.464453057607889,1.17951477412385,0.238193257225015,0.601589005781776,"FALSE","ENSG00000101350","9371","kinesin family member 3B"
"ENSG00000178464",5702.18917298372,0.54777516365889,0.591246291965223,0.926475431817355,0.354198959096694,0.71027775170278,"FALSE","ENSG00000178464","284393","ribosomal protein L10 pseudogene 16"
"ENSG00000087095",357.788488556454,-0.547700405849508,0.489295642163233,-1.11936497825335,0.262984465404741,0.628259374459582,"FALSE","ENSG00000087095","51701","nemo like kinase"
"ENSG00000051620",725.434537998151,-0.547682567171236,0.557744737610916,-0.98195918354554,0.326119956900192,0.689039930873468,"FALSE","ENSG00000051620","23593","heme binding protein 2"
"ENSG00000163346",609.935082562342,0.547643568688734,0.645807397911946,0.84799828936522,0.396438923410289,0.74488110125384,"FALSE","ENSG00000163346","57326","PBX homeobox interacting protein 1"
"ENSG00000101236",485.169008170179,0.547325311783019,0.932515687106816,0.586934160304721,0.557247926239134,0.83846838507236,"FALSE","ENSG00000101236","11237","ring finger protein 24"
"ENSG00000123575",1188.35015730544,0.547252979604592,0.460736454581811,1.18777877062345,0.234920580384012,0.598203260159953,"FALSE","ENSG00000123575","139231","family with sequence similarity 199, X-linked"
"ENSG00000151322",16.4080967702424,0.547141045944357,1.57501768921973,0.34738723868899,0.728300419166383,0.915128648985279,"FALSE","ENSG00000151322","64067","neuronal PAS domain protein 3"
"ENSG00000139154",317.097002282027,0.54707493926604,0.382502526329285,1.43025183262471,0.152644753831886,0.484447307946518,"FALSE","ENSG00000139154","121536","AE binding protein 2"
"ENSG00000148343",474.483786847312,-0.54700967581098,0.441462779139356,-1.23908447474868,0.215314215890645,0.573533679130029,"FALSE","ENSG00000148343","84895","mitoguardin 2"
"ENSG00000166170",504.708705089576,-0.546991688251694,0.50918865139636,-1.07424171130222,0.282714362083367,0.648733820121486,"FALSE","ENSG00000166170","9529","BAG cochaperone 5"
"ENSG00000179886",351.816094826191,0.546961732554626,0.602440038919795,0.907910658686225,0.363925425777384,0.718581065522478,"FALSE","ENSG00000179886","84948","tigger transposable element derived 5"
"ENSG00000265808",1230.50569274911,0.546951877082248,0.64714257358905,0.845179871336319,0.398010418987677,0.746645331231468,"FALSE","ENSG00000265808","9554","SEC22 homolog B, vesicle trafficking protein"
"ENSG00000241553",1191.62443858784,0.54694159118844,0.4866518229706,1.12388686402081,0.261061024681216,0.626874978756896,"FALSE","ENSG00000241553","10093","actin related protein 2/3 complex subunit 4"
"ENSG00000101882",286.575331772555,0.546871304484396,0.545544568634272,1.00243194768385,0.316135018679681,0.68137907764306,"FALSE","ENSG00000101882","79576","NFKB activating protein"
"ENSG00000141279",1827.47904642743,-0.546747796493653,0.545640943945394,-1.00202853645889,0.316329810688779,0.681525555694891,"FALSE","ENSG00000141279","9520","aminopeptidase puromycin sensitive"
"ENSG00000257556",9.49113549775636,0.546738554075849,1.90831683883424,0.286503028716051,0.774492874075013,0.932345282204288,"FALSE","ENSG00000257556",NA,NA
"ENSG00000225470",118.919987811091,0.546727193520889,0.490323144249446,1.11503444194498,0.264835662740419,0.631070688835692,"FALSE","ENSG00000225470","554203","JPX transcript, XIST activator"
"ENSG00000172840",135.734839214017,0.546530238250357,1.03701244500833,0.527023798876363,0.598177061792533,0.858953850965412,"FALSE","ENSG00000172840","57546","pyruvate dehyrogenase phosphatase catalytic subunit 2"
"ENSG00000269984",29.5928301599493,-0.546520129030301,0.828858257903666,-0.65936500459385,0.509661408799766,0.814301667569811,"FALSE","ENSG00000269984",NA,NA
"ENSG00000069956",1402.10114069843,-0.546506696994303,0.629081452270693,-0.868737577656545,0.384990682773261,0.736641242608089,"FALSE","ENSG00000069956","5597","mitogen-activated protein kinase 6"
"ENSG00000100664",2718.89808144703,0.546490898794392,0.455464929421583,1.1998528613134,0.230196490050585,0.593043795785429,"FALSE","ENSG00000100664","1983","eukaryotic translation initiation factor 5"
"ENSG00000102931",519.666963262897,0.546437567069826,0.594414273658963,0.919287425091909,0.357945253405883,0.713775040303215,"FALSE","ENSG00000102931","23568","ADP ribosylation factor like GTPase 2 binding protein"
"ENSG00000144362",33.4781467143283,-0.546414253418225,0.635208619984018,-0.860212277081461,0.389672038310657,0.741128775511026,"FALSE","ENSG00000144362","493911","phosphatase, orphan 2"
"ENSG00000145919",691.433915235907,-0.546408987040495,0.492684052456869,-1.10904541016848,0.267410592771918,0.63309687640671,"FALSE","ENSG00000145919","91272","biorientation of chromosomes in cell division 1"
"ENSG00000174059",11.4509351699903,0.546335840179313,1.57093715150178,0.347777019377911,0.728007649488251,0.915128648985279,"FALSE","ENSG00000174059","947","CD34 molecule"
"ENSG00000124659",266.705823622889,-0.546259659689154,0.389672167204652,-1.40184417996234,0.160961782295245,0.496480829475293,"FALSE","ENSG00000124659","6903","tubulin folding cofactor C"
"ENSG00000151553",424.137365720243,0.54617152881948,0.561352864213061,0.972955806656722,0.330575266869084,0.69196502128941,"FALSE","ENSG00000151553","57700","FHF complex subunit HOOK interacting protein 2A"
"ENSG00000128000",120.938414111606,0.546146257833925,0.616365555510673,0.886075240498198,0.375576984050782,0.727784213136955,"FALSE","ENSG00000128000","163131","zinc finger protein 780B"
"ENSG00000127554",315.51504470914,-0.546088794633724,0.45738801407437,-1.19392895709972,0.23250575918543,0.596248733696051,"FALSE","ENSG00000127554","2671","growth factor, augmenter of liver regeneration"
"ENSG00000132823",432.919565526125,0.546028467497496,0.600952617700551,0.908604857379249,0.363558741650762,0.718581065522478,"FALSE","ENSG00000132823","51526","oxidative stress responsive serine rich 1"
"ENSG00000257433",7.62288218743455,-0.545975200740453,1.0191139469961,-0.535735186776462,0.592141581600479,0.856355578963728,"FALSE","ENSG00000257433","105369748","RPAP3 divergent transcript"
"ENSG00000050426",581.959790413409,-0.545908833351594,0.49242666646522,-1.10860940425969,0.267598719408555,0.633157347655129,"FALSE","ENSG00000050426","25875","LETM1 domain containing 1"
"ENSG00000100364",674.664447121581,0.545900423376318,0.544358122590197,1.00283324657448,0.315941324775825,0.68137907764306,"FALSE","ENSG00000100364","23313","KIAA0930"
"ENSG00000259768",108.313270697233,-0.545800476975043,0.595617904804057,-0.916360090206819,0.359478060535504,0.71506390118174,"FALSE","ENSG00000259768",NA,NA
"ENSG00000160953",534.450422496754,0.545712649025358,0.430076582986464,1.26887319750337,0.204486293094883,0.558330704658418,"FALSE","ENSG00000160953","84939","PWWP domain containing 3A, DNA repair factor"
"ENSG00000255624",15.8103754493142,0.545583896424836,1.10862594799133,0.492126219319832,0.622630118063748,0.871267078543871,"FALSE","ENSG00000255624",NA,NA
"ENSG00000229267",7.88221903979089,0.545568539211296,1.1736538482643,0.46484620658649,0.642041595476095,0.880353017998129,"FALSE","ENSG00000229267","101928103","small nucleolar RNA host gene 31"
"ENSG00000263956",355.160004167973,-0.545371992733269,0.414818197113464,-1.31472533396141,0.188602229112841,0.537992026252396,"FALSE","ENSG00000263956","200030","NBPF member 11"
"ENSG00000185522",39.598478949865,-0.545358445792782,0.930846460306457,-0.585873684918173,0.557960402362722,0.838676776521706,"FALSE","ENSG00000185522","256329","lamin tail domain containing 2"
"ENSG00000109475",2747.75213990104,0.545072593252725,0.57146839521332,0.953810565585622,0.340179540259944,0.698837736217043,"FALSE","ENSG00000109475","6164","ribosomal protein L34"
"ENSG00000176623",677.940218436757,-0.544848414688128,0.409658302839922,-1.33000701050366,0.183515961494575,0.530487179448596,"FALSE","ENSG00000176623","51115","regulator of microtubule dynamics 1"
"ENSG00000213246",671.818050983033,-0.544786727819372,0.426493788361423,-1.27736145914909,0.201474664868521,0.55476230066496,"FALSE","ENSG00000213246","6827","SPT4 homolog, DSIF elongation factor subunit"
"ENSG00000271430",176.812968571734,-0.544689295178322,0.575955696293394,-0.945713878139779,0.344294542018517,0.701625479317346,"FALSE","ENSG00000271430",NA,NA
"ENSG00000186787",34.9509702170475,0.544445853919637,0.740029356148978,0.735708454530597,0.461908143356751,0.787048355479103,"FALSE","ENSG00000186787","474343","spindlin family member 2B"
"ENSG00000283050",70.8992118774889,-0.544422780255307,0.583769992214857,-0.932598090884624,0.351027519456671,0.708297777783755,"FALSE","ENSG00000283050","101926918","general transcription factor IIi pseudogene 12"
"ENSG00000010539",146.910855591142,-0.544372931864776,0.437615808761601,-1.24395170596164,0.213517337677172,0.57106658751402,"FALSE","ENSG00000010539","7752","zinc finger protein 200"
"ENSG00000085733",2999.64237092118,-0.544354543268636,0.451138565326243,-1.206623829366,0.227577045443944,0.590046034287319,"FALSE","ENSG00000085733","2017","cortactin"
"ENSG00000083535",164.714172733692,0.54417480298965,0.472176471195583,1.15248182869376,0.249123132580914,0.613923634032684,"FALSE","ENSG00000083535","10464","progesterone immunomodulatory binding factor 1"
"ENSG00000151690",283.529769601278,-0.544095069808763,0.923810520586803,-0.588968254510844,0.555882569371911,0.837413304217131,"FALSE","ENSG00000151690","54842","major facilitator superfamily domain containing 6"
"ENSG00000174516",265.658302349604,0.544086048304368,0.632524717005306,0.860181481729834,0.389689010958011,0.741128775511026,"FALSE","ENSG00000174516","246330","pellino E3 ubiquitin protein ligase family member 3"
"ENSG00000168300",199.052696213195,0.544007956802545,0.788548877348533,0.689884891640138,0.490266577647871,0.804902538761472,"FALSE","ENSG00000168300","115294","protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 1"
"ENSG00000106100",162.653894693834,-0.543862922999088,0.52381514749162,-1.0382726150694,0.299143154252116,0.665988273149424,"FALSE","ENSG00000106100","10392","nucleotide binding oligomerization domain containing 1"
"ENSG00000277142",42.097746864295,-0.543824529530656,0.841989705584055,-0.64588025949014,0.518356904900414,0.81822233005149,"FALSE","ENSG00000277142",NA,NA
"ENSG00000204685",32.8620643759621,0.543758487930184,0.642183165327022,0.846734261016144,0.397143257518384,0.745872138237696,"FALSE","ENSG00000204685",NA,NA
"ENSG00000271780",24.9607322730982,-0.543526156787639,0.694868324131306,-0.782200221124098,0.434096914576347,0.772341109299219,"FALSE","ENSG00000271780",NA,NA
"ENSG00000143494",50.5809538722198,-0.543449456647536,1.13205697616068,-0.480054863042867,0.631188382353421,0.876015812586053,"FALSE","ENSG00000143494","79805","vasohibin 2"
"ENSG00000164182",151.391601665679,0.543385638905876,0.553441383050989,0.981830516377943,0.326183351512165,0.689039930873468,"FALSE","ENSG00000164182","91942","NADH:ubiquinone oxidoreductase complex assembly factor 2"
"ENSG00000278535",190.615517522576,-0.543383009077008,0.713087058847237,-0.762014963439991,0.44605107349532,0.777383458861798,"FALSE","ENSG00000278535","79154","dehydrogenase/reductase 11"
"ENSG00000065057",187.298648795177,-0.543275309954082,0.476279014357897,-1.14066606668889,0.254008912712201,0.618519762606854,"FALSE","ENSG00000065057","4913","nth like DNA glycosylase 1"
"ENSG00000163938",1442.6615804126,0.543132788172825,0.563828371822835,0.96329453308087,0.335399736032449,0.696602642851809,"FALSE","ENSG00000163938","26354","G protein nucleolar 3"
"ENSG00000127481",4972.94662793295,0.543040787759656,0.411277975037931,1.32037410393682,0.186710145215523,0.535053469742054,"FALSE","ENSG00000127481","23352","ubiquitin protein ligase E3 component n-recognin 4"
"ENSG00000168071",40.789490996113,0.543024788017851,0.999780660751764,0.543143920797122,0.587030714447755,0.853998200824682,"FALSE","ENSG00000168071","283234","coiled-coil domain containing 88B"
"ENSG00000014216",2441.24782151745,-0.542872579039856,0.599091451020342,-0.906159782642972,0.364851286408304,0.719420244406792,"FALSE","ENSG00000014216","823","calpain 1"
"ENSG00000115966",592.047050903181,0.542762215190837,0.496026640507318,1.09421988834253,0.273858550825086,0.639054027995391,"FALSE","ENSG00000115966","1386","activating transcription factor 2"
"ENSG00000240291",12.4634772465448,0.542697723572333,1.13012914508205,0.480208590260658,0.631079079212894,0.875980390923299,"FALSE","ENSG00000240291",NA,NA
"ENSG00000171084",50.8131228927925,-0.542581387013694,0.669693467249228,-0.810193638654342,0.417828893018298,0.761796816985787,"FALSE","ENSG00000171084","100125556","family with sequence similarity 86, member A pseudogene"
"ENSG00000141522",2056.22012582994,0.542376132979368,0.47089260597295,1.15180430972943,0.249401496514629,0.614158957247933,"FALSE","ENSG00000141522","396","Rho GDP dissociation inhibitor alpha"
"ENSG00000226964",345.540029789099,0.542309303683643,0.444501071126597,1.22004048788713,0.222449526870755,0.582559646789413,"FALSE","ENSG00000226964",NA,NA
