,MCF7_count,T47D_count,BT-474_count,BT-549_count,HBL-100_count,SUM-159159_count
ENSG00000185155,0,0,0,4,0,0
ENSG00000185156,0,2,1,0,0,0
ENSG00000225193,2,5,1,2,1,9
ENSG00000229565,0,0,0,0,0,0
ENSG00000229562,1,2,1,1,3,0
ENSG00000229563,2,0,0,1,0,6
ENSG00000229560,0,0,0,0,0,0
ENSG00000255043,0,0,0,0,0,0
ENSG00000255040,1,1,0,1,1,1
ENSG00000229568,0,0,0,0,0,0
ENSG00000229569,0,0,0,1,0,1
ENSG00000213260,41,31,23,23,20,22
ENSG00000106635,515,712,476,388,431,428
ENSG00000106636,832,1750,1876,1060,1441,1088
ENSG00000261103,0,0,0,0,0,1
ENSG00000280299,1,0,0,1,0,5
ENSG00000280298,0,0,0,0,1,0
ENSG00000106633,0,0,0,0,9,3
ENSG00000280295,0,0,0,1,2,0
ENSG00000213269,0,1,1,1,0,0
ENSG00000280296,0,0,0,0,6,0
ENSG00000106638,442,492,636,411,414,276
ENSG00000225196,0,0,1,0,0,0
ENSG00000255045,2,2,2,0,0,1
ENSG00000123584,1,0,1,1,3,1
ENSG00000260668,2,5,4,4,1,1
ENSG00000152670,2,1,1,1,1,0
ENSG00000152672,3,28,2,1,6,0
ENSG00000143643,173,397,288,496,554,381
ENSG00000124588,608,180,677,203,250,376
ENSG00000143641,866,1278,605,3134,4106,3511
ENSG00000124587,77,1039,519,177,178,294
ENSG00000167332,0,0,0,0,0,23
ENSG00000167333,21,130,133,27,191,101
ENSG00000009830,432,567,317,348,414,477
ENSG00000281657,0,0,0,0,0,0
ENSG00000281655,0,47,0,0,0,0
ENSG00000281652,0,0,0,0,0,0
ENSG00000220161,0,12,0,9,14,0
ENSG00000258056,86,108,69,9,96,31
ENSG00000244183,0,1,1,0,0,0
ENSG00000178927,302,474,630,420,673,527
ENSG00000178921,423,526,465,1827,973,320
ENSG00000178922,92,145,27,172,19,151
ENSG00000178928,0,0,1,0,1,0
ENSG00000266341,0,2,0,0,1,2
ENSG00000266340,3,3,4,1,0,1
ENSG00000168310,282,174,313,289,368,485
ENSG00000168314,0,0,10,0,1,1
ENSG00000262456,0,0,0,0,0,0
ENSG00000262454,21,12,10,9,0,1
ENSG00000229492,0,0,0,0,0,0
ENSG00000241073,0,0,0,0,0,0
ENSG00000268416,27,20,21,0,0,0
ENSG00000114268,114,138,221,259,155,325
ENSG00000241074,0,0,0,0,0,0
ENSG00000268412,18,22,41,8,16,17
ENSG00000200673,0,0,0,0,0,0
ENSG00000040487,233,196,282,346,198,149
ENSG00000200674,2,0,1,0,0,2
ENSG00000204709,0,0,1,0,24,3
ENSG00000204703,1,0,0,0,0,0
ENSG00000204702,1,1,1,0,0,1
ENSG00000204701,0,0,1,0,0,1
ENSG00000204700,0,0,1,0,0,1
ENSG00000204706,2,1,3,1,0,2
ENSG00000204705,0,0,0,0,0,0
ENSG00000204704,0,0,1,0,0,0
ENSG00000227973,5,4,6,5,4,0
ENSG00000217929,4,9,10,1,5,11
ENSG00000153107,1039,831,1078,701,1089,971
ENSG00000228778,0,0,0,0,0,0
ENSG00000228779,1,0,1,0,0,1
ENSG00000228775,31,11,19,1,2,12
ENSG00000228776,0,0,0,0,0,0
ENSG00000228777,0,0,0,0,0,0
ENSG00000228770,0,0,0,0,0,0
ENSG00000228771,0,0,0,0,0,0
ENSG00000228772,0,0,0,0,0,0
ENSG00000279268,0,0,0,0,0,0
ENSG00000279269,0,0,0,0,0,0
ENSG00000222685,0,0,0,0,0,0
ENSG00000279260,0,0,0,0,0,0
ENSG00000279261,0,0,2,0,0,0
ENSG00000279262,0,0,8,0,0,0
ENSG00000279263,1,0,1,0,2,0
ENSG00000279264,0,0,0,0,0,0
ENSG00000279265,1,2,5,2,4,7
ENSG00000279266,0,0,0,1,5,1
ENSG00000279267,8,29,29,20,74,14
ENSG00000226646,1,1,1,1,1,1
ENSG00000226647,10,16,2,5,5,5
ENSG00000226644,1,3,0,0,4,0
ENSG00000253839,0,0,0,0,0,0
ENSG00000226642,0,1,1,1,0,1
ENSG00000226643,0,0,0,0,0,0
ENSG00000226640,0,0,0,0,0,0
ENSG00000226641,0,0,0,0,0,0
ENSG00000164047,7,0,1,0,1,2
ENSG00000167004,4978,5315,3235,5367,6399,6071
ENSG00000226648,2,7,0,1,5,2
ENSG00000226649,0,0,0,0,1,0
ENSG00000158022,1,0,4,9,1,0
ENSG00000158023,8,30,34,5,89,188
ENSG00000183242,0,4,0,60,27,0
ENSG00000198723,1,8,9,6,2,0
ENSG00000167800,0,1,18,0,5,0
ENSG00000198722,410,576,3155,834,185,180
ENSG00000227412,0,0,0,0,0,0
ENSG00000183248,134,306,172,3,31,4
ENSG00000183249,0,0,0,0,0,0
ENSG00000127774,410,340,315,807,494,130
ENSG00000239926,0,1,3,1,0,1
ENSG00000143753,887,712,378,844,1494,1759
ENSG00000239923,0,1,0,0,0,0
ENSG00000239922,0,0,0,1,0,0
ENSG00000239921,0,0,0,0,0,0
ENSG00000239920,0,1,0,0,0,0
ENSG00000233924,1,1,2,0,0,1
ENSG00000233927,472,464,46,78,70,343
ENSG00000233926,3,1,0,0,0,0
ENSG00000233921,0,0,0,0,0,0
ENSG00000233920,0,0,0,0,0,0
ENSG00000233922,0,0,0,0,0,2
ENSG00000173838,5,4,0,2,6,0
ENSG00000122728,19,9,12,20,30,17
ENSG00000122729,494,500,169,874,1664,2704
ENSG00000227418,0,0,0,0,0,0
ENSG00000245311,0,1,0,0,0,1
ENSG00000245317,12,25,17,7,23,14
ENSG00000165406,176,609,266,235,604,435
ENSG00000256690,5,7,2,5,3,5
ENSG00000165409,3,3,3,0,5,1
ENSG00000257998,0,0,0,0,0,0
ENSG00000257999,1,0,0,0,3,1
ENSG00000241258,746,1158,1180,243,473,242
ENSG00000257991,0,0,0,0,0,0
ENSG00000257997,0,0,0,0,0,0
ENSG00000257994,0,0,0,0,0,0
ENSG00000257995,0,0,0,0,0,0
ENSG00000256691,0,0,0,0,0,0
ENSG00000255843,6,2,2,0,0,1
ENSG00000255847,0,1,5,0,0,0
ENSG00000255845,0,0,1,0,0,0
ENSG00000254719,151,90,27,137,142,119
ENSG00000254718,1,2,0,0,1,1
ENSG00000281527,3,2,1,3,1,2
ENSG00000254710,0,0,0,1,0,1
ENSG00000254713,0,0,0,0,0,0
ENSG00000254712,0,0,0,0,0,0
ENSG00000254715,0,0,0,0,0,0
ENSG00000254714,0,1,0,0,0,0
ENSG00000254717,0,0,0,3,7,1
ENSG00000240849,1411,381,959,756,616,833
ENSG00000278134,0,1,0,3,2,0
ENSG00000278133,45,60,36,31,54,20
ENSG00000158683,2,329,8,1,1,6
ENSG00000278131,0,0,0,0,0,3
ENSG00000278130,0,1,0,0,0,0
ENSG00000240842,0,0,0,0,0,0
ENSG00000225222,0,0,0,0,0,0
ENSG00000278139,0,1,0,0,0,0
ENSG00000240847,0,0,0,0,0,0
ENSG00000008056,2,2,0,23,16,7
ENSG00000130518,46,79,86,1,65,17
ENSG00000159374,2,3,3,1,13,2
ENSG00000159377,6951,3561,1682,2913,2741,1611
ENSG00000215864,1,0,2,0,1,1
ENSG00000130511,865,524,260,1001,696,778
ENSG00000130513,1190,64,26,206,220,354
ENSG00000130517,256,101,43,107,206,518
ENSG00000234998,0,0,0,0,0,0
ENSG00000164758,206,76,107,174,278,119
ENSG00000164756,13,3,0,1,0,0
ENSG00000164754,8001,5484,5860,7490,5865,3625
ENSG00000164751,155,471,410,694,363,471
ENSG00000155508,641,733,588,865,762,848
ENSG00000159082,277,356,201,177,383,395
ENSG00000155506,4737,6339,4429,5539,4929,4252
ENSG00000159086,636,788,914,729,667,581
ENSG00000011478,256,144,113,327,444,267
ENSG00000230769,1,1,1,2,3,0
ENSG00000010704,2,666,2,59,359,232
ENSG00000196616,0,2,0,0,0,0
ENSG00000125046,10,2,6,11,3,3
ENSG00000196611,0,0,1,274,73,1364
ENSG00000081913,278,267,481,428,331,314
ENSG00000238837,0,0,0,0,0,0
ENSG00000120498,2,1,2,1,0,6
ENSG00000181029,733,125,89,666,207,106
ENSG00000235803,0,0,0,0,0,0
ENSG00000005471,11,12,5,0,1,0
ENSG00000256713,0,1,1,2,0,0
ENSG00000256712,0,0,1,0,1,0
ENSG00000256717,0,0,0,0,0,0
ENSG00000256714,0,0,0,0,0,0
ENSG00000037280,48,812,30,3,102,0
ENSG00000254822,0,0,0,0,0,0
ENSG00000160124,218,157,153,206,67,74
ENSG00000243004,153,113,7,219,168,127
ENSG00000243007,0,0,0,1,0,0
ENSG00000235500,0,1,1,1,0,1
ENSG00000243008,1,1,2,0,1,0
ENSG00000203914,2,1,1,3,2,1
ENSG00000203910,0,0,1,2,3,1
ENSG00000203573,0,0,0,0,1,0
ENSG00000231383,0,0,0,0,0,0
ENSG00000277371,0,2,1,1,4,4
ENSG00000231381,1,9,1,8,1,2
ENSG00000277373,0,1,1,0,0,1
ENSG00000175294,0,3,2,0,43,38
ENSG00000231386,0,0,0,0,0,0
ENSG00000231384,0,0,0,0,0,0
ENSG00000274933,0,0,0,0,0,0
ENSG00000271650,0,0,0,0,0,0
ENSG00000231389,4,7,0,1,227,0
ENSG00000231388,0,1,0,0,0,0
ENSG00000274937,0,0,0,0,0,0
ENSG00000176928,9,0,0,2,29,5
ENSG00000174429,0,0,0,1,0,0
ENSG00000176923,0,0,0,0,0,1
ENSG00000176922,0,0,0,0,0,0
ENSG00000176920,3,40,30,11,21,3
ENSG00000176927,4,4,8,12,10,4
ENSG00000232739,1,0,0,2,0,1
ENSG00000176925,0,0,0,3,0,0
ENSG00000244196,0,0,1,0,0,0
ENSG00000198169,154,146,641,488,321,57
ENSG00000198168,397,500,550,85,84,152
ENSG00000198162,3183,679,568,601,856,1389
ENSG00000198160,308,263,199,411,697,305
ENSG00000171049,2,2,0,0,0,1
ENSG00000175749,0,0,0,2,0,0
ENSG00000231655,0,0,0,0,0,0
ENSG00000231654,0,0,1,0,0,0
ENSG00000231656,0,0,0,0,0,0
ENSG00000171045,82,54,277,80,52,29
ENSG00000171044,15,0,1,3,22,33
ENSG00000231653,0,0,0,0,0,0
ENSG00000175745,173,107,1,86,155,11
ENSG00000179676,0,0,0,1,0,0
ENSG00000179674,0,0,3,0,303,26
ENSG00000262648,0,0,0,0,0,0
ENSG00000147316,145,232,252,624,216,190
ENSG00000230381,0,0,0,0,0,0
ENSG00000230383,427,596,348,457,361,371
ENSG00000230384,0,0,0,0,0,0
ENSG00000230385,0,0,0,0,0,4
ENSG00000230386,1,0,0,0,0,0
ENSG00000244194,0,0,0,0,0,0
ENSG00000248783,0,11,0,4,0,6
ENSG00000248781,4,1,1,2,2,1
ENSG00000248780,0,2,0,0,0,0
ENSG00000248787,6,1,0,1,3,0
ENSG00000248785,1,1,0,1,2,0
ENSG00000167476,21,1,3,8,17,9
ENSG00000248789,1,0,0,0,0,0
ENSG00000206113,6,23,4,1,3,6
ENSG00000111897,1102,1164,1757,1963,1396,2718
ENSG00000244158,0,0,0,0,0,0
ENSG00000189238,0,1,0,5,4,4
ENSG00000276428,0,0,0,0,0,0
ENSG00000276422,0,0,0,0,0,0
ENSG00000253879,0,0,0,0,0,0
ENSG00000253878,17,15,16,3,2,1
ENSG00000253871,0,0,0,0,0,0
ENSG00000253870,0,0,0,0,0,0
ENSG00000253873,0,24,0,7,2,6
ENSG00000219500,0,0,0,0,0,0
ENSG00000253875,0,1,0,0,0,0
ENSG00000253874,0,0,0,0,0,0
ENSG00000253877,3,0,0,0,0,0
ENSG00000240068,0,0,0,0,1,0
ENSG00000268500,0,0,0,0,0,0
ENSG00000240063,0,0,0,0,0,1
ENSG00000084754,3517,2024,2671,1805,1911,2391
ENSG00000240065,52,140,23,26,653,314
ENSG00000256927,0,0,0,0,0,0
ENSG00000095637,25,109,29,5,99,6
ENSG00000249780,1,1,128,1,7,2
ENSG00000249781,0,0,1,0,1,0
ENSG00000249782,0,0,0,0,0,0
ENSG00000227017,0,0,5,0,1,0
ENSG00000249785,0,0,0,0,0,0
ENSG00000034713,1283,511,399,395,836,681
ENSG00000249787,0,0,0,0,0,0
ENSG00000176219,0,0,0,0,0,0
ENSG00000230528,0,0,0,1,0,0
ENSG00000230529,0,1,0,0,0,0
ENSG00000230524,1,14,1,0,10,10
ENSG00000230525,0,0,0,0,0,0
ENSG00000091513,0,1,5,0,68,2
ENSG00000230520,0,0,0,0,0,0
ENSG00000230521,13,0,2,0,16,11
ENSG00000230522,0,0,0,0,0,0
ENSG00000230523,1,0,1,0,0,1
ENSG00000146047,0,0,0,0,0,0
ENSG00000278907,0,0,0,0,0,0
ENSG00000278905,0,0,0,0,0,0
ENSG00000278902,0,0,0,0,0,0
ENSG00000278903,16,22,2,11,4,26
ENSG00000278900,1,1,1,1,0,0
ENSG00000274150,0,0,0,0,0,0
ENSG00000278908,0,0,0,0,0,0
ENSG00000278909,0,0,0,0,0,0
ENSG00000148225,45,212,141,28,87,60
ENSG00000133136,0,1,1,2,0,0
ENSG00000133135,1,140,71,0,3,1
ENSG00000133134,31,92,9,2,21,0
ENSG00000272426,0,1,0,0,0,3
ENSG00000138303,351,260,251,312,246,305
ENSG00000222313,0,0,0,0,0,0
ENSG00000148229,2330,2557,779,1482,1499,952
ENSG00000138308,0,0,0,0,1,0
ENSG00000133138,36,105,117,3,183,244
ENSG00000144579,1215,723,1032,538,678,1018
ENSG00000067840,146,139,22,79,502,3
ENSG00000146592,3,15,206,58,102,304
ENSG00000248259,0,0,0,0,0,0
ENSG00000227012,0,0,0,0,0,0
ENSG00000248254,0,3,0,2,1,2
ENSG00000248257,1,1,0,8,1,1
ENSG00000248256,0,1,1,1,0,1
ENSG00000089177,529,432,1258,102,107,219
ENSG00000172828,8,129,14,1,86,10
ENSG00000249128,0,0,1,0,0,0
ENSG00000254692,0,0,0,0,11,0
ENSG00000141068,168,81,19,146,53,341
ENSG00000137309,3039,2871,1399,2949,9772,4051
ENSG00000144681,0,0,1,547,304,191
ENSG00000254693,3,1,1,0,0,1
ENSG00000172824,0,2,109,5,0,0
ENSG00000066468,412,1128,20,286,4,1
ENSG00000268995,1,1,1,1,8,4
ENSG00000241333,0,0,0,0,0,0
ENSG00000268997,0,0,0,0,0,0
ENSG00000268991,0,0,0,0,0,0
ENSG00000268992,0,0,1,0,0,0
ENSG00000268993,0,0,0,0,0,0
ENSG00000205174,0,0,0,0,0,0
ENSG00000173193,1099,903,574,328,979,1264
ENSG00000266923,0,0,0,0,0,0
ENSG00000067596,584,1422,761,968,1015,1122
ENSG00000266922,0,0,3,0,0,0
ENSG00000116604,238,424,445,553,601,931
ENSG00000070808,0,1,1,0,0,0
ENSG00000227893,0,0,0,0,0,0
ENSG00000269154,0,0,0,1,0,0
ENSG00000223042,0,0,0,0,0,0
ENSG00000279749,0,0,0,0,0,0
ENSG00000279748,19,13,4,4,10,8
ENSG00000279747,0,3,1,0,2,0
ENSG00000274114,13,2,0,0,19,5
ENSG00000279745,0,0,0,0,0,0
ENSG00000279744,0,6,11,1,5,9
ENSG00000279743,0,0,0,0,0,0
ENSG00000279742,25,4,11,4,0,3
ENSG00000279741,3,17,1,0,0,0
ENSG00000080189,753,883,703,851,443,330
ENSG00000147883,0,104,28,199,203,0
ENSG00000147885,0,0,0,0,0,0
ENSG00000147889,3,785,71,4367,2981,0
ENSG00000101935,516,236,449,1460,504,573
ENSG00000101938,0,0,3,2316,1,0
ENSG00000130656,0,1,0,0,0,0
ENSG00000130653,106,150,139,18,67,47
ENSG00000223591,0,0,0,0,0,0
ENSG00000241291,0,0,0,0,0,0
ENSG00000259175,0,0,0,0,0,0
ENSG00000113389,215,43,1548,757,14,9
ENSG00000223595,0,0,0,0,0,0
ENSG00000223597,0,0,0,0,0,0
ENSG00000180846,2,1,6,1,10,3
ENSG00000223599,3,1,1,0,3,1
ENSG00000223598,1,0,0,2,0,0
ENSG00000067334,481,572,584,1206,1204,599
ENSG00000113387,1819,1466,2225,2375,2454,2008
ENSG00000113384,1780,1085,1996,1418,2028,1477
ENSG00000099985,0,1,0,1,1,0
ENSG00000099984,0,122,1,8,12,40
ENSG00000235545,3,1,3,2,0,3
ENSG00000235544,0,0,0,0,1,0
ENSG00000235547,0,0,0,0,0,0
ENSG00000235546,1,1,1,0,1,0
ENSG00000076258,40,31,51,4,24,43
ENSG00000212511,0,0,0,0,0,0
ENSG00000235549,0,0,0,0,0,0
ENSG00000235548,0,1,1,0,0,2
ENSG00000234634,0,0,0,0,0,0
ENSG00000234636,29,19,23,28,37,7
ENSG00000234637,0,0,0,0,0,0
ENSG00000234630,7,9,8,4,4,4
ENSG00000234632,0,0,0,0,0,0
ENSG00000255951,0,0,0,0,0,0
ENSG00000180592,108,12,0,9,42,24
ENSG00000228948,0,0,0,0,0,1
ENSG00000061656,47,57,16,91,78,81
ENSG00000180596,56,64,21,15,16,18
ENSG00000073578,2227,2548,4001,1540,2555,3030
ENSG00000180884,26,42,38,18,44,41
ENSG00000228945,0,0,0,0,0,0
ENSG00000169203,5,0,2,5,3,7
ENSG00000228944,0,0,0,0,0,0
ENSG00000089009,5683,8600,4709,6512,5064,5110
ENSG00000261348,0,0,0,0,0,0
ENSG00000261349,5,2,3,12,1,11
ENSG00000273464,0,5,0,2,1,0
ENSG00000261347,0,0,0,0,0,0
ENSG00000169208,0,0,0,0,2,0
ENSG00000089006,2029,1601,1765,1614,1697,1541
ENSG00000261342,1,9,3,2,19,1
ENSG00000273461,0,0,0,0,0,0
ENSG00000261340,0,0,0,0,0,0
ENSG00000261341,0,0,0,1,0,0
ENSG00000279336,0,1,0,0,0,0
ENSG00000264192,0,0,0,0,0,0
ENSG00000264193,0,0,0,0,0,0
ENSG00000228941,0,0,1,1,0,0
ENSG00000264196,0,0,0,2,0,0
ENSG00000255959,1,2,0,0,0,0
ENSG00000269113,2,2,4,0,4,2
ENSG00000269110,0,0,0,0,0,0
ENSG00000117266,583,241,27,9,109,151
ENSG00000117262,261,199,41,62,150,60
ENSG00000107831,0,2,0,3,0,0
ENSG00000107833,423,524,193,435,309,176
ENSG00000224060,0,0,0,0,0,0
ENSG00000224061,0,0,0,0,0,0
ENSG00000156509,48,13,7,66,132,20
ENSG00000224063,7,0,0,0,4,13
ENSG00000224064,0,1,1,0,0,0
ENSG00000224066,4,0,2,5,6,10
ENSG00000224067,0,0,1,0,0,0
ENSG00000224069,0,0,0,0,0,0
ENSG00000156500,74,7,10,27,119,29
ENSG00000060303,0,0,0,0,0,0
ENSG00000264444,0,0,0,0,0,0
ENSG00000156504,1313,233,219,1272,1009,389
ENSG00000267182,0,0,0,1,0,0
ENSG00000267187,0,0,0,0,0,0
ENSG00000267185,22,69,24,42,17,31
ENSG00000103642,400,227,200,171,851,471
ENSG00000267188,0,0,0,0,0,0
ENSG00000267189,0,0,0,0,0,0
ENSG00000103647,2,1,0,1,125,11
ENSG00000263873,0,0,0,0,0,0
ENSG00000263870,0,0,0,0,0,0
ENSG00000263874,8,14,350,8,9,9
ENSG00000263878,0,0,0,0,0,0
ENSG00000022556,4,1429,1981,1,0,2
ENSG00000181074,0,0,0,0,0,0
ENSG00000076928,1133,681,843,1001,948,1162
ENSG00000181072,0,0,0,0,15,0
ENSG00000076924,556,672,637,678,649,608
ENSG00000143337,1202,1118,417,670,1554,819
ENSG00000143333,755,82,8,6,0,10
ENSG00000134020,1,1,0,0,3,3
ENSG00000168152,69,58,65,27,24,27
ENSG00000189241,1859,2236,1412,982,613,1196
ENSG00000168159,1294,2993,1497,1414,2537,1491
ENSG00000111837,10,15,10,3,32,6
ENSG00000111834,12,13,3,11,0,7
ENSG00000111832,633,652,416,543,327,551
ENSG00000219619,0,0,0,0,0,0
ENSG00000262693,1,1,1,0,0,0
ENSG00000171903,120,1,10,0,0,25
ENSG00000244203,0,0,0,0,0,0
ENSG00000188596,9,33,5,6,27,24
ENSG00000188599,28,49,52,33,41,36
ENSG00000121335,2,1,2,0,1,2
ENSG00000237230,0,0,0,0,0,0
ENSG00000269800,7,3,5,3,1,6
ENSG00000269802,0,0,0,0,0,0
ENSG00000237233,1,0,0,0,0,0
ENSG00000269807,1,5,0,0,0,1
ENSG00000269806,0,0,0,0,0,0
ENSG00000265319,0,0,0,0,0,0
ENSG00000167914,0,0,1,1,2,0
ENSG00000240199,0,0,1,0,0,0
ENSG00000265313,0,0,0,0,0,0
ENSG00000265315,0,0,0,0,0,0
ENSG00000265316,0,0,0,0,0,0
ENSG00000263257,0,0,0,0,0,0
ENSG00000263252,0,0,0,0,0,0
ENSG00000263253,0,0,0,0,0,0
ENSG00000251125,0,0,0,0,0,0
ENSG00000251127,0,0,0,0,11,1
ENSG00000251126,0,0,0,0,0,0
ENSG00000215367,0,0,0,0,0,0
ENSG00000215365,0,0,0,0,0,0
ENSG00000251122,0,0,0,0,0,0
ENSG00000215369,0,0,0,0,0,0
ENSG00000215368,0,0,0,0,0,0
ENSG00000251129,39,0,0,0,0,0
ENSG00000251128,0,0,0,0,0,0
ENSG00000119760,589,591,558,389,498,432
ENSG00000259352,2,3,2,1,0,0
ENSG00000259353,0,1,1,0,0,0
ENSG00000259350,0,0,0,0,0,0
ENSG00000259351,2,1,1,0,1,0
ENSG00000259356,0,0,0,0,0,0
ENSG00000197779,112,275,159,109,75,107
ENSG00000259354,0,0,1,2,13,20
ENSG00000019991,1,1,3,1,205,91
ENSG00000259358,1,1,1,1,1,1
ENSG00000259359,0,1,0,0,0,0
ENSG00000240197,0,0,0,0,0,0
ENSG00000198798,0,0,0,0,0,0
ENSG00000175329,1,1,0,0,2,0
ENSG00000277655,0,0,0,0,0,0
ENSG00000147059,5,0,2,1,0,1
ENSG00000198799,637,163,305,368,368,332
ENSG00000135776,402,483,208,283,436,598
ENSG00000135775,349,970,569,367,472,354
ENSG00000139428,448,827,301,126,127,123
ENSG00000135773,11,39,77,0,1,0
ENSG00000147050,424,715,612,562,292,303
ENSG00000152990,467,420,543,733,1148,3798
ENSG00000197774,467,401,287,138,236,231
ENSG00000132749,145,609,289,46,138,15
ENSG00000226339,0,0,0,0,0,0
ENSG00000226336,0,0,0,0,0,0
ENSG00000132746,1883,538,7792,0,1,1
ENSG00000165644,672,560,328,83,202,132
ENSG00000132744,2,5,39,0,1,4
ENSG00000226332,22,32,8,24,16,4
ENSG00000165643,0,0,1,0,1,1
ENSG00000226330,12,24,19,1,0,1
ENSG00000132740,302,507,412,311,222,235
ENSG00000149021,0,0,0,0,2,0
ENSG00000153029,233,331,92,90,459,372
ENSG00000231420,0,0,0,0,0,0
ENSG00000165623,0,0,0,0,0,0
ENSG00000245156,14,33,13,7,21,23
ENSG00000266754,0,0,0,0,0,0
ENSG00000249754,0,0,0,0,0,0
ENSG00000187026,0,0,0,0,0,0
ENSG00000187024,115,103,106,103,66,55
ENSG00000142039,654,492,857,456,294,241
ENSG00000187021,0,0,0,0,1,0
ENSG00000162148,5,10,33,8,5,4
ENSG00000188629,0,0,10,17,0,0
ENSG00000180035,249,230,217,142,148,103
ENSG00000188624,2,0,0,3,1,1
ENSG00000188626,4,2,5,1,5,7
ENSG00000162144,839,846,674,359,391,3434
ENSG00000188620,11,0,0,1,27,0
ENSG00000281889,0,1,0,0,0,0
ENSG00000161681,2,1,3,1,130,2
ENSG00000185774,13,7,20,19,33,23
ENSG00000185775,2,0,0,1,0,0
ENSG00000090054,1004,648,591,868,1189,851
ENSG00000101096,53,25,38,25,15,38
ENSG00000213177,0,0,1,0,0,0
ENSG00000101098,22,522,121,26,154,0
ENSG00000250654,0,2,2,0,8,1
ENSG00000213401,6,322,0,4,1,746
ENSG00000213402,5,6,0,0,0,0
ENSG00000250657,0,0,0,5,6,9
ENSG00000250651,2,1,1,0,0,0
ENSG00000257604,1,0,1,0,0,0
ENSG00000257605,7,8,3,24,19,13
ENSG00000213409,0,1,7,0,1,0
ENSG00000112715,641,412,518,1259,481,2976
ENSG00000250658,0,0,0,0,0,0
ENSG00000271656,0,0,0,0,0,0
ENSG00000258401,1,0,1,1,0,0
ENSG00000258400,0,1,0,0,0,0
ENSG00000147003,16,2,4,1,5,1
ENSG00000258405,8,19,8,12,1,2
ENSG00000258404,0,0,0,0,0,4
ENSG00000258407,0,0,0,0,0,0
ENSG00000258406,0,0,0,0,0,0
ENSG00000185304,134,5,237,119,7,11
ENSG00000258408,0,11,5,0,0,0
ENSG00000179428,0,0,0,2,4,12
ENSG00000090581,387,732,260,363,504,419
ENSG00000229913,0,0,0,0,0,0
ENSG00000138468,249,230,254,227,163,189
ENSG00000250389,0,0,0,0,0,0
ENSG00000250386,0,0,0,0,0,0
ENSG00000250387,0,0,0,0,0,0
ENSG00000164597,380,389,660,223,396,506
ENSG00000233070,0,0,0,0,0,0
ENSG00000164591,1,7,0,13,0,3
ENSG00000250383,0,0,0,0,0,0
ENSG00000148143,27,546,174,374,331,336
ENSG00000267407,0,0,0,0,0,0
ENSG00000267406,0,0,0,0,0,0
ENSG00000267405,0,1,0,2,1,1
ENSG00000267404,0,0,1,0,1,2
ENSG00000267402,0,0,0,0,0,0
ENSG00000267401,0,0,0,0,0,0
ENSG00000267400,0,0,0,0,0,0
ENSG00000104112,0,0,1,1,2,1
ENSG00000267409,0,0,0,0,0,0
ENSG00000267408,2,0,0,0,0,0
ENSG00000223908,0,1,0,2,0,1
ENSG00000223903,0,0,0,0,0,0
ENSG00000223901,6,9,7,3,6,9
ENSG00000011677,83,72,1,4,11,131
ENSG00000223907,0,0,4,0,0,0
ENSG00000223904,0,0,0,0,0,0
ENSG00000223905,0,0,0,0,0,0
ENSG00000158691,39,63,94,4,212,192
ENSG00000218208,2,2,2,4,1,3
ENSG00000125285,0,0,1,0,0,0
ENSG00000242318,0,0,0,0,0,0
ENSG00000181852,695,748,581,388,494,556
ENSG00000242317,0,0,0,0,0,1
ENSG00000242314,0,2,0,0,0,0
ENSG00000181856,10,28,2,10,23,4
ENSG00000155070,0,0,1,1,0,2
ENSG00000168930,1,0,0,0,0,0
ENSG00000168936,444,945,558,141,379,608
ENSG00000168939,28,35,7,13,21,137
ENSG00000168938,769,689,256,229,19,304
ENSG00000197506,8,0,1,2,6,1
ENSG00000256551,0,0,0,0,0,1
ENSG00000186086,51,2,0,1,1,0
ENSG00000256553,0,1,1,0,0,0
ENSG00000256552,0,0,0,0,0,0
ENSG00000186082,1,0,0,0,0,0
ENSG00000186081,2,1,1,1,0,1
ENSG00000126882,27,34,19,18,29,53
ENSG00000186088,59,149,88,14,236,47
ENSG00000175322,128,65,156,42,88,97
ENSG00000204929,0,1,1,0,1,4
ENSG00000204928,0,0,1,2,0,0
ENSG00000204923,21,22,26,27,81,86
ENSG00000204922,251,535,211,165,148,108
ENSG00000204920,21,19,131,102,97,32
ENSG00000261382,0,0,0,0,0,0
ENSG00000008441,81,352,134,1365,672,698
ENSG00000182508,0,1,3,0,0,2
ENSG00000182504,378,292,238,545,298,433
ENSG00000128000,75,69,165,104,194,122
ENSG00000121542,203,218,163,162,123,136
ENSG00000264334,0,1,0,0,0,2
ENSG00000234864,0,0,0,0,0,1
ENSG00000254050,0,0,0,0,0,0
ENSG00000124216,63,24,13,33,101,77
ENSG00000234861,0,0,1,0,0,0
ENSG00000214211,0,1,1,3,0,0
ENSG00000104808,1,9,1,0,17,2
ENSG00000234369,57,16,14,36,13,4
ENSG00000254051,0,0,0,0,0,0
ENSG00000104805,1027,944,16,2335,2361,2101
ENSG00000104804,0,0,0,2,1,0
ENSG00000247596,421,268,384,1782,842,895
ENSG00000239345,0,1,0,1,0,1
ENSG00000239344,0,1,1,1,0,2
ENSG00000234362,0,0,0,12,7,4
ENSG00000237415,6,10,8,2,9,11
ENSG00000237414,0,0,0,0,0,0
ENSG00000237417,2,0,2,0,0,0
ENSG00000106400,610,328,367,646,644,578
